date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,home_rolling_goals,away_rolling_goals,home_rank,away_rank,home_points,away_points,rank_diff,average_rank,point_diff,is_friendly,goals_rolling_diff,target
2023-07-09,Guatemala,Jamaica,0.0,1.0,Gold Cup,Cincinnati,United States,True,1.0,2.4,116.0,63.0,1166.6,1367.83,53.0,89.5,-201.23000000000002,0,-1.4,0
2023-07-09,Ynys Môn,Shetland,2.0,0.0,Island Games,Saint Sampson,Guernsey,True,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,0,0.0,1
2023-07-10,Jersey,Menorca,4.0,0.0,Island Games,Saint Sampson,Guernsey,True,1.0,5.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,0,-4.0,1
2023-07-10,Shetland,Isle of Man,3.0,2.0,Island Games,Saint Sampson,Guernsey,True,0.0,3.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,0,-3.0,1
2023-07-10,Mozambique,Lesotho,0.0,1.0,COSAFA Cup,KwaMashu,South Africa,True,1.0,0.6,117.0,152.0,1165.85,1035.1,-35.0,134.5,130.75,0,0.4,0
2023-07-10,Angola,Mauritius,0.0,1.0,COSAFA Cup,KwaMashu,South Africa,True,1.0,1.25,114.0,180.0,1170.76,936.03,-66.0,147.0,234.73000000000002,0,-0.25,0
2023-07-10,Gozo,Saint Helena,3.0,0.0,Island Games,Saint Sampson,Guernsey,True,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,0,0.0,1
2023-07-10,Guernsey,Åland Islands,4.0,1.0,Island Games,Saint Sampson,Guernsey,False,1.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,0,1.0,1
2023-07-10,Falkland Islands,Ynys Môn,1.0,5.0,Island Games,Saint Sampson,Guernsey,True,0.0,2.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,0,-2.0,0
2023-07-10,Western Isles,Isle of Wight,0.0,1.0,Island Games,Saint Martin,Guernsey,True,0.0,2.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,0,-2.0,0
2023-07-10,Greenland,Frøya,2.0,0.0,Island Games,Saint Sampson,Guernsey,True,2.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,0,2.0,1
2023-07-11,Seychelles,Zambia,2.0,4.0,COSAFA Cup,KwaMashu,South Africa,True,0.25,2.0,196.0,84.0,860.13,1290.2,112.0,140.0,-430.07000000000005,0,-1.75,0
2023-07-11,Malawi,Comoros,2.0,0.0,COSAFA Cup,Durban,South Africa,True,0.8,1.2,126.0,130.0,1133.17,1122.82,-4.0,128.0,10.350000000000136,0,-0.3999999999999999,1
2023-07-11,South Africa,Eswatini,2.0,1.0,COSAFA Cup,KwaMashu,South Africa,False,1.8,0.4,62.0,146.0,1369.49,1058.82,-84.0,104.0,310.6700000000001,0,1.4,1
2023-07-11,Namibia,Botswana,0.0,0.0,COSAFA Cup,Durban,South Africa,True,1.4,1.0,112.0,147.0,1175.14,1052.37,-35.0,129.5,122.77000000000021,0,0.3999999999999999,0
2023-07-11,Saint Helena,Jersey,0.0,5.0,Island Games,Saint Sampson,Guernsey,True,0.0,2.5,100.0,100.0,0.0,0.0,0.0,100.0,0.0,0,-2.5,0
2023-07-11,Menorca,Gozo,0.0,1.0,Island Games,Saint Martin,Guernsey,True,2.5,1.5,100.0,100.0,0.0,0.0,0.0,100.0,0.0,0,1.0,0
2023-07-11,Isle of Man,Ynys Môn,1.0,2.0,Island Games,Saint Martin,Guernsey,True,2.5,3.5,100.0,100.0,0.0,0.0,0.0,100.0,0.0,0,-1.0,0
2023-07-11,Falkland Islands,Shetland,1.0,4.0,Island Games,Saint Sampson,Guernsey,True,0.5,1.5,100.0,100.0,0.0,0.0,0.0,100.0,0.0,0,-1.0,0
2023-07-11,Åland Islands,Western Isles,0.0,2.0,Island Games,Saint Sampson,Guernsey,True,0.5,0.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,0,0.5,0
2023-07-11,Guernsey,Isle of Wight,1.0,2.0,Island Games,Saint Sampson,Guernsey,False,2.5,1.5,100.0,100.0,0.0,0.0,0.0,100.0,0.0,0,1.0,0
2023-07-11,Frøya,Orkney,2.0,3.0,Island Games,St. Peter Port,Guernsey,True,0.0,2.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,0,-2.0,0
2023-07-12,Angola,Lesotho,4.0,2.0,COSAFA Cup,Durban,South Africa,True,0.8,0.6,114.0,152.0,1170.76,1035.1,-38.0,133.0,135.66000000000008,0,0.20000000000000007,1
2023-07-12,United States,Panama,1.0,1.0,Gold Cup,San Diego,United States,False,3.4,2.0,100.0,57.0,0.0,1399.23,43.0,78.5,-1399.23,0,1.4,0
2023-07-12,Jamaica,Mexico,0.0,3.0,Gold Cup,Paradise,United States,True,2.4,2.0,63.0,14.0,1367.83,1639.19,49.0,38.5,-271.3600000000001,0,0.3999999999999999,0
2023-07-12,Mauritius,Mozambique,0.0,1.0,COSAFA Cup,KwaMashu,South Africa,True,1.2,0.8,180.0,117.0,936.03,1165.85,63.0,148.5,-229.81999999999994,0,0.3999999999999999,0
2023-07-13,Isle of Wight,Jersey,2.0,3.0,Island Games,Saint Sampson,Guernsey,True,1.6666666666666667,3.333333333333333,100.0,100.0,0.0,0.0,0.0,100.0,0.0,0,-1.6666666666666663,0
2023-07-13,Guernsey,Gozo,1.0,0.0,Island Games,Saint Martin,Guernsey,False,2.0,1.3333333333333333,100.0,100.0,0.0,0.0,0.0,100.0,0.0,0,0.6666666666666667,1
2023-07-13,Shetland,Greenland,5.0,1.0,Island Games,Saint Sampson,Guernsey,True,2.333333333333333,2.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,0,0.33333333333333304,1
2023-07-13,Åland Islands,Falkland Islands,1.0,1.0,Island Games,Saint Sampson,Guernsey,True,0.3333333333333333,0.6666666666666666,100.0,100.0,0.0,0.0,0.0,100.0,0.0,0,-0.3333333333333333,0
2023-07-13,Western Isles,Menorca,2.0,1.0,Island Games,Saint Sampson,Guernsey,True,0.6666666666666666,1.6666666666666667,100.0,100.0,0.0,0.0,0.0,100.0,0.0,0,-1.0,1
2023-07-13,Orkney,Isle of Man,0.0,1.0,Island Games,Saint Sampson,Guernsey,True,2.5,2.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,0,0.5,0
2023-07-13,Frøya,Saint Helena,4.0,2.0,Island Games,Saint Martin,Guernsey,True,1.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,0,1.0,1
2023-07-14,Ynys Môn,Jersey,2.0,5.0,Island Games,St. Peter Port,Guernsey,True,3.0,3.25,100.0,100.0,0.0,0.0,0.0,100.0,0.0,0,-0.25,0
2023-07-14,Malawi,Lesotho,1.0,1.0,COSAFA Cup,Durban,South Africa,True,1.2,1.0,126.0,152.0,1133.17,1035.1,-26.0,139.0,98.07000000000016,0,0.19999999999999996,0
2023-07-14,South Africa,Zambia,1.0,2.0,COSAFA Cup,Durban,South Africa,False,1.8,2.2,62.0,84.0,1369.49,1290.2,-22.0,73.0,79.28999999999996,0,-0.40000000000000013,0
2023-07-16,Kernow,Sápmi,2.0,1.0,CONIFA World Football Cup qualification,Falmouth,England,False,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,0,0.0,1
2023-07-16,Mexico,Panama,1.0,0.0,Gold Cup,Inglewood,United States,True,2.4,2.2,14.0,57.0,1639.19,1399.23,-43.0,35.5,239.96000000000004,0,0.19999999999999973,1
2023-07-16,South Africa,Malawi,0.0,0.0,COSAFA Cup,Durban,South Africa,False,1.6,1.2,62.0,126.0,1369.49,1133.17,-64.0,94.0,236.31999999999994,0,0.40000000000000013,0
2023-07-16,Lesotho,Zambia,0.0,1.0,COSAFA Cup,Durban,South Africa,True,1.2,2.2,152.0,84.0,1035.1,1290.2,68.0,118.0,-255.10000000000014,0,-1.0000000000000002,0
2023-08-02,Ethiopia,Guyana,2.0,0.0,Friendly,Leesburg,United States,True,0.75,0.75,142.0,168.0,1074.47,981.69,-26.0,155.0,92.77999999999997,1,0.0,1
2023-08-04,Tamil Eelam,Hmong,3.0,0.0,CONIFA Asia Cup,Alcochete,Portugal,True,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,0,0.0,1
2023-08-05,Hmong,Tibet,5.0,4.0,CONIFA Asia Cup,Alcochete,Portugal,True,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,0,0.0,1
2023-08-06,Tibet,Tamil Eelam,1.0,3.0,CONIFA Asia Cup,Alcochete,Portugal,True,4.0,3.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,0,1.0,0
2023-08-06,Raetia,Ticino,5.0,1.0,Friendly,Domat/Ems,Switzerland,False,8.0,1.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,1,7.0,1
2023-08-08,Tamil Eelam,Hmong,3.0,1.0,CONIFA Asia Cup,Alcochete,Portugal,True,3.0,2.5,100.0,100.0,0.0,0.0,0.0,100.0,0.0,0,0.5,1
2023-08-24,Comoros,Mayotte,0.0,0.0,Indian Ocean Island Games,Antananarivo,Madagascar,True,1.0,0.0,130.0,100.0,1119.99,0.0,30.0,115.0,1119.99,0,1.0,0
2023-08-24,Madagascar,Seychelles,1.0,0.0,Indian Ocean Island Games,Antananarivo,Madagascar,False,0.0,0.6,108.0,194.0,1186.09,856.71,-86.0,151.0,329.3799999999999,0,-0.6,1
2023-08-26,Réunion,Mayotte,0.0,0.0,Indian Ocean Island Games,Antananarivo,Madagascar,True,0.0,0.0,100.0,100.0,0.0,0.0,0.0,100.0,0.0,0,0.0,0
2023-08-26,Madagascar,Mauritius,1.0,1.0,Indian Ocean Island Games,Antananarivo,Madagascar,False,0.25,0.6,108.0,180.0,1186.09,936.09,-72.0,144.0,249.9999999999999,0,-0.35,0
2023-08-27,Bolivia,Panama,1.0,2.0,Friendly,Cochabamba,Bolivia,False,0.5,1.8,83.0,45.0,1295.09,1453.94,38.0,64.0,-158.85000000000014,1,-1.3,0
2023-08-28,Mauritius,Seychelles,1.0,0.0,Indian Ocean Island Games,Antananarivo,Madagascar,True,0.6,0.6,180.0,194.0,936.09,856.71,-14.0,187.0,79.38,0,0.0,1
2023-08-28,Tahiti,Cook Islands,9.0,1.0,Friendly,Pirae,Tahiti,False,1.0,0.0,162.0,188.0,995.11,899.33,-26.0,175.0,95.77999999999997,1,1.0,1
2023-08-28,Comoros,Réunion,1.0,1.0,Indian Ocean Island Games,Antananarivo,Madagascar,True,1.0,0.0,130.0,100.0,1119.99,0.0,30.0,115.0,1119.99,0,1.0,0
2023-08-31,Tahiti,Cook Islands,3.0,0.0,Friendly,Pirae,Tahiti,False,3.6666666666666665,1.0,162.0,188.0,995.11,899.33,-26.0,175.0,95.77999999999997,1,2.6666666666666665,1
2023-08-31,Madagascar,Comoros,4.0,2.0,Indian Ocean Island Games,Madagascar,Madagascar,False,0.4,1.0,108.0,130.0,1186.09,1119.99,-22.0,119.0,66.09999999999991,0,-0.6,1
2023-08-31,Réunion,Mauritius,2.0,1.0,Indian Ocean Island Games,Madagascar,Madagascar,True,0.5,0.6,100.0,180.0,0.0,936.09,-80.0,140.0,-936.09,0,-0.09999999999999998,1
2023-09-02,Comoros,Mauritius,0.0,2.0,Indian Ocean Island Games,Madagascar,Madagascar,True,0.8,0.8,130.0,180.0,1119.99,936.09,-50.0,155.0,183.89999999999998,0,0.0,0
2023-09-02,Madagascar,Réunion,1.0,0.0,Indian Ocean Island Games,Madagascar,Madagascar,False,1.2,1.0,108.0,100.0,1186.09,0.0,8.0,104.0,1186.09,0,0.19999999999999996,1
2023-09-03,Bangladesh,Afghanistan,0.0,0.0,Friendly,Dhaka,Bangladesh,False,1.4,1.0,189.0,157.0,892.44,1020.32,32.0,173.0,-127.88,1,0.3999999999999999,0
2023-09-03,Guatemala,Honduras,0.0,0.0,Friendly,Fort Lauderdale,United States,True,0.8,0.8,107.0,79.0,1186.71,1309.23,28.0,93.0,-122.51999999999998,1,0.0,0
2023-09-04,Mozambique,Benin,3.0,2.0,African Cup of Nations qualification,Maputo,Mozambique,False,1.0,1.0,117.0,93.0,1164.25,1248.13,24.0,105.0,-83.88000000000011,0,0.0,1
2023-09-06,Macau,Bhutan,0.0,1.0,Friendly,Taipa,Macau,False,0.0,0.8,182.0,185.0,913.68,900.65,-3.0,183.5,13.029999999999973,1,-0.8,0
2023-09-06,Malta,Gibraltar,1.0,0.0,Friendly,Ta' Qali,Malta,False,0.4,0.0,171.0,198.0,972.86,851.64,-27.0,184.5,121.22000000000003,1,0.4,1
2023-09-06,Oman,Palestine,2.0,1.0,Friendly,Muscat,Oman,False,1.2,0.6666666666666666,73.0,96.0,1332.45,1233.02,-23.0,84.5,99.43000000000006,1,0.5333333333333333,1
2023-09-06,Syria,Malaysia,2.0,2.0,Friendly,Chengdu,China PR,True,0.8,3.4,94.0,136.0,1241.62,1091.57,-42.0,115.0,150.04999999999995,1,-2.5999999999999996,0
2023-09-06,Libya,Equatorial Guinea,1.0,1.0,African Cup of Nations qualification,Benghazi,Libya,False,0.0,2.0,127.0,91.0,1130.75,1251.83,36.0,109.0,-121.07999999999993,0,-2.0,0
2023-09-07,Czechia,Albania,1.0,1.0,UEFA Euro qualification,Prague,Czech Republic,False,2.5,1.6666666666666667,37.0,65.0,1503.69,1357.39,-28.0,51.0,146.29999999999995,0,0.8333333333333333,0
2023-09-07,France,Republic of Ireland,2.0,0.0,UEFA Euro qualification,Paris,France,False,2.25,1.75,2.0,53.0,1843.54,1426.26,-51.0,27.5,417.28,0,0.5,1
2023-09-07,Algeria,Tanzania,0.0,0.0,African Cup of Nations qualification,Annaba,Algeria,False,1.5,0.6666666666666666,33.0,124.0,1511.23,1138.79,-91.0,78.5,372.44000000000005,0,0.8333333333333334,0
2023-09-07,Niger,Uganda,0.0,2.0,African Cup of Nations qualification,Marrakech,Morocco,True,0.3333333333333333,0.5,128.0,92.0,1129.67,1250.32,36.0,110.0,-120.64999999999986,0,-0.16666666666666669,0
2023-09-07,Tunisia,Botswana,3.0,0.0,African Cup of Nations qualification,Radès,Tunisia,False,1.25,1.0,31.0,147.0,1516.66,1054.31,-116.0,89.0,462.35000000000014,0,0.25,1
2023-09-07,Poland,Faroe Islands,2.0,0.0,UEFA Euro qualification,Warsaw,Poland,False,1.25,0.5,26.0,129.0,1536.99,1126.3,-103.0,77.5,410.69000000000005,0,0.75,1
2023-09-07,Netherlands,Greece,3.0,0.0,UEFA Euro qualification,Eindhoven,Netherlands,False,1.75,1.25,7.0,50.0,1731.23,1441.06,-43.0,28.5,290.1700000000001,0,0.5,1
2023-09-07,Lithuania,Montenegro,2.0,2.0,UEFA Euro qualification,Kaunas,Lithuania,False,0.25,0.5,144.0,71.0,1069.97,1343.45,73.0,107.5,-273.48,0,-0.25,0
2023-09-07,Kazakhstan,Finland,0.0,1.0,UEFA Euro qualification,Astana,Kazakhstan,False,2.0,2.0,104.0,55.0,1198.24,1419.47,49.0,79.5,-221.23000000000002,0,0.0,0
2023-09-07,Denmark,San Marino,4.0,0.0,UEFA Euro qualification,Copenhagen,Denmark,False,1.75,0.0,19.0,208.0,1597.37,753.11,-189.0,113.5,844.2599999999999,0,1.75,1
2023-09-07,Slovenia,Northern Ireland,4.0,2.0,UEFA Euro qualification,Ljubljana,Slovenia,False,1.25,0.5,61.0,64.0,1391.04,1361.17,-3.0,62.5,29.86999999999989,0,0.75,1
2023-09-07,Iraq,India,2.0,2.0,King's Cup,Chiang Mai,Thailand,True,2.0,1.6,70.0,99.0,1345.21,1208.69,-29.0,84.5,136.51999999999998,0,0.3999999999999999,0
2023-09-07,Thailand,Lebanon,2.0,1.0,King's Cup,Chiang Mai,Thailand,False,1.0,1.4,113.0,100.0,1174.37,1205.77,13.0,106.5,-31.40000000000009,0,-0.3999999999999999,1
2023-09-07,Angola,Madagascar,0.0,0.0,African Cup of Nations qualification,Lubango,Angola,False,1.6,1.4,116.0,108.0,1169.07,1186.09,8.0,112.0,-17.019999999999982,0,0.20000000000000018,0
2023-09-07,Serbia,Hungary,1.0,2.0,UEFA Euro qualification,Belgrade,Serbia,False,2.0,1.5,25.0,36.0,1539.03,1504.57,-11.0,30.5,34.460000000000036,0,0.5,0
2023-09-07,Wales,Korea Republic,0.0,0.0,Friendly,Cardiff,Wales,False,1.0,1.0,35.0,28.0,1506.04,1529.3,7.0,31.5,-23.25999999999999,1,0.0,0
2023-09-07,Ghana,Central African Republic,2.0,1.0,African Cup of Nations qualification,Kumasi,Ghana,False,0.6666666666666666,2.0,60.0,126.0,1391.13,1133.5,-66.0,93.0,257.6300000000001,0,-1.3333333333333335,1
2023-09-07,Norway,Jordan,6.0,0.0,Friendly,Oslo,Norway,False,1.25,2.6666666666666665,44.0,82.0,1458.47,1296.26,-38.0,63.0,162.21000000000004,1,-1.4166666666666665,1
2023-09-07,Qatar,Kenya,1.0,2.0,Friendly,Al Wakrah,Qatar,False,1.0,0.6666666666666666,59.0,105.0,1395.57,1191.07,-46.0,82.0,204.5,1,0.33333333333333337,0
2023-09-07,Trinidad and Tobago,Curaçao,1.0,0.0,CONCACAF Nations League,Port of Spain,Trinidad and Tobago,False,1.0,0.25,102.0,88.0,1199.74,1267.87,14.0,95.0,-68.12999999999988,0,0.75,1
2023-09-07,Panama,Martinique,3.0,0.0,CONCACAF Nations League,Panama City,Panama,False,1.8,2.4,45.0,100.0,1453.94,0.0,-55.0,72.5,1453.94,0,-0.5999999999999999,1
2023-09-07,Sint Maarten,St Lucia,1.0,5.0,CONCACAF Nations League,Willemstad,Curaçao,True,2.5,1.6,100.0,170.0,0.0,978.91,-70.0,135.0,-978.91,0,0.8999999999999999,0
2023-09-07,St Kitts and Nevis,Guadeloupe,1.0,2.0,CONCACAF Nations League,Basseterre,Saint Kitts and Nevis,False,0.4,3.0,145.0,100.0,1066.81,0.0,45.0,122.5,1066.81,0,-2.6,0
2023-09-07,Anguilla,Saint Martin,0.0,6.0,CONCACAF Nations League,The Valley,Anguilla,False,1.0,2.0,207.0,100.0,785.69,0.0,107.0,153.5,785.69,0,-1.0,0
2023-09-07,United States Virgin Islands,Cayman Islands,2.0,2.0,CONCACAF Nations League,Saint Croix,United States Virgin Islands,False,0.5,1.0,100.0,193.0,0.0,859.83,-93.0,146.5,-859.83,0,-0.5,0
2023-09-07,Colombia,Venezuela,1.0,0.0,FIFA World Cup qualification,Barranquilla,Colombia,False,1.4,1.25,17.0,57.0,1624.91,1417.23,-40.0,37.0,207.68000000000006,0,0.1499999999999999,1
2023-09-07,Guatemala,El Salvador,2.0,0.0,CONCACAF Nations League,Guatemala City,Guatemala,False,0.8,0.8,107.0,75.0,1186.71,1325.47,32.0,91.0,-138.76,0,0.0,1
2023-09-07,Argentina,Ecuador,1.0,0.0,FIFA World Cup qualification,Buenos Aires,Argentina,False,3.25,1.75,1.0,40.0,1843.73,1486.47,-39.0,20.5,357.26,0,1.5,1
2023-09-07,Austria,Moldova,1.0,1.0,Friendly,Pasching,Austria,False,2.25,1.0,29.0,164.0,1528.06,990.73,-135.0,96.5,537.3299999999999,1,1.25,0
2023-09-07,Bahrain,Kuwait,1.0,3.0,Friendly,Dubai,United Arab Emirates,True,1.0,2.0,86.0,137.0,1282.05,1090.42,-51.0,111.5,191.62999999999988,1,-1.0,0
2023-09-07,Bangladesh,Afghanistan,1.0,1.0,Friendly,Dhaka,Bangladesh,False,1.2,0.5,189.0,157.0,892.44,1020.32,32.0,173.0,-127.88,1,0.7,0
2023-09-07,Bulgaria,IR Iran,0.0,1.0,Friendly,Plovdiv,Bulgaria,False,0.5,3.0,77.0,22.0,1315.48,1556.59,55.0,49.5,-241.1099999999999,1,-2.5,0
2023-09-07,Cambodia,Hong Kong,1.0,1.0,Friendly,Phnom Penh,Cambodia,False,2.0,0.25,176.0,146.0,942.97,1062.39,30.0,161.0,-119.42000000000007,1,1.75,0
2023-09-07,Paraguay,Peru,0.0,0.0,FIFA World Cup qualification,Ciudad del Este,Paraguay,False,2.0,0.5,49.0,21.0,1442.64,1561.2,28.0,35.0,-118.55999999999995,0,1.5,0
2023-09-08,Burkina Faso,Eswatini,0.0,0.0,African Cup of Nations qualification,Marrakech,Morocco,True,1.0,0.6,56.0,146.0,1419.18,1058.19,-90.0,101.0,360.99,0,0.4,0
2023-09-08,Slovakia,Portugal,0.0,1.0,UEFA Euro qualification,Bratislava,Slovakia,False,1.25,3.5,47.0,9.0,1447.05,1718.25,38.0,28.0,-271.20000000000005,0,-2.25,0
2023-09-08,Egypt,Ethiopia,1.0,0.0,African Cup of Nations qualification,Cairo,Egypt,False,2.75,1.0,34.0,142.0,1509.89,1074.47,-108.0,88.0,435.4200000000001,0,1.75,1
2023-09-08,Mali,South Sudan,4.0,0.0,African Cup of Nations qualification,Bamako,Mali,False,1.3333333333333333,1.0,51.0,167.0,1438.01,983.35,-116.0,109.0,454.65999999999997,0,0.33333333333333326,1
2023-09-08,Georgia,Spain,1.0,7.0,UEFA Euro qualification,Tbilisi,Georgia,False,2.25,1.25,78.0,10.0,1312.8,1703.45,68.0,44.0,-390.6500000000001,0,1.0,0
2023-09-08,Turkey,Armenia,1.0,1.0,UEFA Euro qualification,Eskişehir,Turkey,False,1.75,2.25,100.0,90.0,0.0,1252.6,10.0,95.0,-1252.6,0,-0.5,0
2023-09-08,Croatia,Latvia,5.0,0.0,UEFA Euro qualification,Rijeka,Croatia,False,1.75,1.25,6.0,134.0,1742.55,1096.19,-128.0,70.0,646.3599999999999,0,0.5,1
2023-09-08,Bosnia and Herzegovina,Liechtenstein,2.0,1.0,UEFA Euro qualification,Zenica,Bosnia and Herzegovina,False,0.75,0.0,62.0,200.0,1381.1,848.82,-138.0,131.0,532.2799999999999,0,0.75,1
2023-09-08,Luxembourg,Iceland,3.0,1.0,UEFA Euro qualification,Luxembourg,Luxembourg,False,0.8,1.8,89.0,67.0,1262.72,1352.98,22.0,78.0,-90.25999999999999,0,-1.0,1
2023-09-08,Singapore,Tajikistan,0.0,2.0,Friendly,Bishan,Singapore,False,1.2,0.8,158.0,110.0,1014.78,1179.54,48.0,134.0,-164.76,1,0.3999999999999999,0
2023-09-08,Cyprus,Scotland,0.0,3.0,UEFA Euro qualification,Larnaca,Cyprus,False,1.0,2.25,118.0,30.0,1163.73,1520.24,88.0,74.0,-356.51,0,-1.25,0
2023-09-08,Myanmar,Nepal,0.0,0.0,Friendly,Yangon,Myanmar,False,0.6,0.8,160.0,175.0,1000.26,958.05,-15.0,167.5,42.210000000000036,1,-0.20000000000000007,0
2023-09-08,Brazil,Bolivia,5.0,1.0,FIFA World Cup qualification,Belém,Brazil,False,2.333333333333333,0.6,3.0,83.0,1828.27,1295.09,-80.0,43.0,533.1800000000001,0,1.733333333333333,1
2023-09-08,Costa Rica,Saudi Arabia,3.0,1.0,Friendly,Newcastle,England,True,1.6,1.0,46.0,54.0,1453.56,1421.46,-8.0,50.0,32.09999999999991,1,0.6000000000000001,1
2023-09-08,Chinese Taipei,Philippines,1.0,1.0,Friendly,Kaohsiung,Taiwan,False,2.5,0.8,153.0,135.0,1028.18,1095.66,18.0,144.0,-67.48000000000002,1,1.7,0
2023-09-08,Uruguay,Chile,3.0,1.0,FIFA World Cup qualification,Montevideo,Uruguay,False,2.25,2.75,16.0,32.0,1633.13,1511.31,-16.0,24.0,121.82000000000016,0,-0.5,1
2023-09-08,Belize,St Vincent and the Grenadines,1.0,2.0,CONCACAF Nations League,Belmopan,Belize,False,0.5,1.0,177.0,178.0,939.96,938.28,-1.0,177.5,1.6800000000000637,0,-0.5,0
2023-09-08,Bermuda,French Guiana,0.0,0.0,CONCACAF Nations League,Devonshire Parish,Bermuda,False,0.5,1.5,173.0,100.0,966.27,0.0,73.0,136.5,966.27,0,-1.0,0
2023-09-08,Dominican Republic,Nicaragua,0.0,2.0,CONCACAF Nations League,Santo Domingo,Dominican Republic,False,1.0,1.6,152.0,141.0,1036.74,1076.11,11.0,146.5,-39.36999999999989,0,-0.6000000000000001,0
2023-09-08,Barbados,Montserrat,2.0,3.0,CONCACAF Nations League,Bridgetown,Barbados,False,1.25,0.0,166.0,179.0,984.05,938.02,-13.0,172.5,46.02999999999997,0,1.25,0
2023-09-08,Jamaica,Honduras,1.0,0.0,CONCACAF Nations League,Kingston,Jamaica,False,2.2,0.6,58.0,79.0,1409.73,1309.23,-21.0,68.5,100.5,0,1.6,1
2023-09-08,Grenada,Suriname,1.0,1.0,CONCACAF Nations League,St. George's,Grenada,False,1.4,0.0,174.0,143.0,960.77,1073.57,31.0,158.5,-112.79999999999995,0,1.4,0
2023-09-08,Haiti,Cuba,0.0,0.0,CONCACAF Nations League,Santo Domingo,Dominican Republic,True,1.4,0.6,87.0,172.0,1272.64,968.29,-85.0,129.5,304.35000000000014,0,0.7999999999999999,0
2023-09-08,Indonesia,Turkmenistan,2.0,0.0,Friendly,Surabaya,Indonesia,False,1.0,0.25,150.0,138.0,1047.46,1089.77,12.0,144.0,-42.309999999999945,1,0.75,1
2023-09-09,Congo DR,Sudan,2.0,0.0,African Cup of Nations qualification,Kinshasa,DR Congo,False,1.75,0.3333333333333333,69.0,131.0,1350.11,1116.21,-62.0,100.0,233.89999999999986,0,1.4166666666666667,1
2023-09-09,Rwanda,Senegal,1.0,1.0,African Cup of Nations qualification,Butare,Rwanda,False,0.5,2.75,139.0,18.0,1089.46,1612.61,121.0,78.5,-523.1499999999999,0,-2.25,0
2023-09-09,Ukraine,England,1.0,1.0,UEFA Euro qualification,Wrocław,Poland,True,1.75,3.75,24.0,4.0,1541.25,1797.39,20.0,14.0,-256.1400000000001,0,-2.0,0
2023-09-09,North Macedonia,Italy,1.0,1.0,UEFA Euro qualification,Skopje,North Macedonia,False,1.25,1.75,68.0,8.0,1350.53,1726.58,60.0,38.0,-376.04999999999995,0,-0.5,0
2023-09-09,Romania,Israel,1.0,1.0,UEFA Euro qualification,Bucharest,Romania,False,1.5,1.25,48.0,76.0,1443.98,1323.81,-28.0,62.0,120.17000000000007,0,0.25,0
2023-09-09,Estonia,Sweden,0.0,5.0,UEFA Euro qualification,Tallinn,Estonia,False,0.6,2.2,111.0,23.0,1179.3,1547.11,88.0,67.0,-367.80999999999995,0,-1.6,0
2023-09-09,Andorra,Belarus,0.0,0.0,UEFA Euro qualification,Andorra la Vella,Andorra,False,0.75,1.0,154.0,98.0,1022.3,1212.28,56.0,126.0,-189.98000000000002,0,-0.25,0
2023-09-09,Kosovo,Switzerland,2.0,2.0,UEFA Euro qualification,Pristina,Kosovo,False,0.75,3.0,109.0,13.0,1179.69,1661.12,96.0,61.0,-481.42999999999984,0,-2.25,0
2023-09-09,Azerbaijan,Belgium,0.0,1.0,UEFA Euro qualification,Baku,Azerbaijan,False,0.6666666666666666,2.5,121.0,5.0,1143.22,1788.55,116.0,63.0,-645.3299999999999,0,-1.8333333333333335,0
2023-09-09,Comoros,Zambia,1.0,1.0,African Cup of Nations qualification,Moroni,Comoros,False,0.6,1.8,130.0,84.0,1119.99,1293.77,46.0,107.0,-173.77999999999997,0,-1.2000000000000002,0
2023-09-09,Mauritania,Gabon,2.0,1.0,African Cup of Nations qualification,Nouakchott,Mauritania,False,1.6666666666666667,0.3333333333333333,101.0,85.0,1205.18,1285.25,16.0,93.0,-80.06999999999994,0,1.3333333333333335,1
2023-09-09,Malawi,Guinea,2.0,2.0,African Cup of Nations qualification,Lilongwe,Malawi,False,1.2,1.75,123.0,81.0,1140.65,1296.75,42.0,102.0,-156.0999999999999,0,-0.55,0
2023-09-09,United States,Uzbekistan,3.0,0.0,Friendly,St. Louis,United States,False,3.2,2.2,100.0,74.0,0.0,1327.58,26.0,87.0,-1327.58,1,1.0,1
