date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,home_rolling_goals,away_rolling_goals,home_rank,away_rank,home_points,away_points,rank_diff,average_rank,point_diff,is_friendly,goals_rolling_diff,target
2024-09-05,Guinea-Bissau,Eswatini,1.0,0.0,African Cup of Nations qualification,Bissau,Guinea-Bissau,False,0.6,1.2,114.0,155.0,1168.49,1025.28,-41.0,134.5,143.21000000000004,0,-0.6,1
2024-09-06,Puerto Rico,Haiti,1.0,4.0,CONCACAF Nations League,Mayagüez,Puerto Rico,False,3.0,2.0,157.0,85.0,1020.22,1274.46,72.0,121.0,-254.24,0,1.0,0
2024-09-06,Belgium,Israel,3.0,1.0,UEFA Nations League,Debrecen,Hungary,True,1.0,1.6,6.0,78.0,1772.44,1312.54,-72.0,42.0,459.9000000000001,0,-0.6000000000000001,1
2024-09-06,France,Italy,1.0,3.0,UEFA Nations League,Paris,France,False,0.6,0.8,2.0,10.0,1854.91,1714.29,-8.0,6.0,140.62000000000012,0,-0.20000000000000007,0
2024-09-06,Kazakhstan,Norway,0.0,0.0,UEFA Nations League,Almaty,Kazakhstan,False,1.2,1.8,109.0,50.0,1193.62,1466.48,59.0,79.5,-272.8600000000001,0,-0.6000000000000001,0
2024-09-06,Slovenia,Austria,1.0,1.0,UEFA Nations League,Ljubljana,Slovenia,False,0.6,1.6,52.0,22.0,1457.06,1591.56,30.0,37.0,-134.5,0,-1.0,0
2024-09-06,Iceland,Montenegro,2.0,0.0,UEFA Nations League,Reykjavík,Iceland,False,1.6,1.0,71.0,73.0,1353.48,1345.02,-2.0,72.0,8.460000000000036,0,0.6000000000000001,1
2024-09-06,Cook Islands,Tonga,1.0,3.0,FIFA World Cup qualification,Apia,Samoa,True,0.2,1.6,186.0,200.0,896.59,833.12,-14.0,193.0,63.47000000000003,0,-1.4000000000000001,0
2024-09-06,Kosovo,Romania,0.0,3.0,UEFA Nations League,Pristina,Kosovo,False,0.4,0.8,106.0,45.0,1203.16,1474.7,61.0,75.5,-271.53999999999996,0,-0.4,0
2024-09-06,Lithuania,Cyprus,0.0,1.0,UEFA Nations League,Kaunas,Lithuania,False,1.0,1.6,135.0,127.0,1100.66,1136.78,8.0,131.0,-36.11999999999989,0,-0.6000000000000001,0
2024-09-06,Samoa,American Samoa,2.0,0.0,FIFA World Cup qualification,Apia,Samoa,False,1.4,0.5,192.0,187.0,876.45,890.97,5.0,189.5,-14.519999999999982,0,0.8999999999999999,1
2024-09-06,Peru,Colombia,1.0,1.0,FIFA World Cup qualification,Lima,Peru,False,0.2,2.0,42.0,9.0,1489.68,1727.32,33.0,25.5,-237.63999999999987,0,-1.8,0
2024-09-06,Uruguay,Paraguay,0.0,0.0,FIFA World Cup qualification,Montevideo,Uruguay,False,0.8,0.8,11.0,62.0,1713.15,1396.8,-51.0,36.5,316.35000000000014,0,0.0,0
2024-09-06,Sint Maarten,Aruba,2.0,0.0,CONCACAF Nations League,Mayagüez,Puerto Rico,True,1.0,2.2,100.0,194.0,0.0,873.9,-94.0,147.0,-873.9,0,-1.2000000000000002,1
2024-09-06,Wales,Turkey,0.0,0.0,UEFA Nations League,Cardiff,Wales,False,1.0,1.6,30.0,100.0,1521.4,0.0,-70.0,65.0,1521.4,0,-0.6000000000000001,0
2024-09-06,Grenada,Saint Martin,2.0,0.0,CONCACAF Nations League,St George's,Grenada,False,0.6,4.2,173.0,100.0,953.67,0.0,73.0,136.5,953.67,0,-3.6,1
2024-09-06,Brazil,Ecuador,1.0,0.0,FIFA World Cup qualification,Curitiba,Brazil,False,1.2,1.4,5.0,27.0,1785.61,1530.44,-22.0,16.0,255.16999999999985,0,-0.19999999999999996,1
2024-09-06,Honduras,Trinidad and Tobago,4.0,0.0,CONCACAF Nations League,Tegucigalpa,Honduras,False,2.4,2.6,79.0,100.0,1311.48,1219.44,-21.0,89.5,92.03999999999996,0,-0.20000000000000018,1
2024-09-06,St Lucia,Curaçao,2.0,1.0,CONCACAF Nations League,Saint George's,Grenada,True,0.8,2.6,170.0,86.0,979.57,1272.71,84.0,128.0,-293.14,0,-1.8,1
2024-09-06,Syria,Mauritius,2.0,0.0,Intercontinental Cup,Hyderabad,India,True,1.8,0.8,93.0,179.0,1246.68,927.94,-86.0,136.0,318.74,0,1.0,1
2024-09-06,Brunei Darussalam,Macau,3.0,0.0,AFC Asian Cup qualification,Bandar Seri Begawan,Brunei,False,1.0,0.2,190.0,185.0,881.73,896.62,5.0,187.5,-14.889999999999986,0,0.8,1
2024-09-06,Egypt,Cabo Verde,3.0,0.0,African Cup of Nations qualification,Cairo,Egypt,False,1.4,0.8,36.0,65.0,1502.34,1380.53,-29.0,50.5,121.80999999999995,0,0.5999999999999999,1
2024-09-06,Togo,Liberia,1.0,1.0,African Cup of Nations qualification,Lomé,Togo,False,0.6,1.4,120.0,142.0,1158.7,1067.05,-22.0,131.0,91.65000000000009,0,-0.7999999999999999,0
2024-09-06,Sierra Leone,Chad,0.0,0.0,African Cup of Nations qualification,Monrovia,Liberia,True,1.2,0.6,122.0,178.0,1149.4,929.97,-56.0,150.0,219.43000000000006,0,0.6,0
2024-09-06,Côte d'Ivoire,Zambia,2.0,0.0,African Cup of Nations qualification,Bouaké,Ivory Coast,False,1.4,0.6,38.0,92.0,1499.69,1249.54,-54.0,65.0,250.1500000000001,0,0.7999999999999999,1
2024-09-06,Morocco,Gabon,4.0,1.0,African Cup of Nations qualification,Agadir,Morocco,False,1.8,1.2,14.0,83.0,1669.44,1288.45,-69.0,48.5,380.99,0,0.6000000000000001,1
2024-09-06,Mali,Mozambique,1.0,1.0,African Cup of Nations qualification,Bamako,Mali,False,1.2,1.4,53.0,104.0,1456.74,1208.87,-51.0,78.5,247.87000000000012,0,-0.19999999999999996,0
2024-09-06,Kenya,Zimbabwe,0.0,0.0,African Cup of Nations qualification,Kampala,Uganda,True,1.8,0.5,108.0,129.0,1197.73,1126.15,-21.0,118.5,71.57999999999993,0,1.3,0
2024-09-06,South Africa,Uganda,2.0,2.0,African Cup of Nations qualification,Johannesburg,South Africa,False,1.6,1.0,57.0,95.0,1415.15,1242.96,-38.0,76.0,172.19000000000005,0,0.6000000000000001,0
2024-09-06,Senegal,Burkina Faso,1.0,1.0,African Cup of Nations qualification,Diamniadio,Senegal,False,1.4,1.0,19.0,67.0,1623.34,1375.16,-48.0,43.0,248.17999999999984,0,0.3999999999999999,0
2024-09-06,French Guiana,Nicaragua,0.0,1.0,CONCACAF Nations League,Cayenne,French Guiana,False,2.0,1.8,100.0,130.0,0.0,1119.88,-30.0,115.0,-1119.88,0,0.19999999999999996,0
2024-09-06,Jamaica,Cuba,0.0,0.0,CONCACAF Nations League,Kingston,Jamaica,False,1.0,1.0,59.0,167.0,1401.56,984.92,-108.0,113.0,416.64,0,0.0,0
2024-09-06,Congo DR,Guinea,1.0,0.0,African Cup of Nations qualification,Kinshasa,DR Congo,False,1.0,2.8,60.0,77.0,1400.93,1324.8,-17.0,68.5,76.13000000000011,0,-1.7999999999999998,1
2024-09-07,Germany,Hungary,5.0,0.0,UEFA Nations League,Düsseldorf,Germany,False,2.2,1.2,13.0,31.0,1686.02,1518.77,-18.0,22.0,167.25,0,1.0000000000000002,1
2024-09-07,Moldova,Malta,2.0,0.0,UEFA Nations League,Chișinău,Moldova,False,1.0,0.6,152.0,172.0,1033.75,970.62,-20.0,162.0,63.129999999999995,0,0.4,1
2024-09-07,Armenia,Latvia,4.0,1.0,UEFA Nations League,Yerevan,Armenia,False,0.8,0.6,97.0,137.0,1230.79,1095.98,-40.0,117.0,134.80999999999995,0,0.20000000000000007,1
2024-09-07,Faroe Islands,North Macedonia,1.0,1.0,UEFA Nations League,Toftir,Faroe Islands,False,1.0,0.6,138.0,72.0,1093.7,1348.63,66.0,105.0,-254.93000000000006,0,0.4,0
2024-09-07,Greece,Finland,3.0,0.0,UEFA Nations League,Piraeus,Greece,False,2.0,1.8,54.0,63.0,1455.95,1393.4,-9.0,58.5,62.549999999999955,0,0.19999999999999996,1
2024-09-07,Ukraine,Albania,1.0,2.0,UEFA Nations League,Prague,Czech Republic,True,1.4,1.8,25.0,66.0,1567.25,1375.49,-41.0,45.5,191.76,0,-0.40000000000000013,0
2024-09-07,Georgia,Czechia,4.0,1.0,UEFA Nations League,Tbilisi,Georgia,False,1.6,2.4,70.0,47.0,1361.41,1473.46,23.0,58.5,-112.04999999999995,0,-0.7999999999999998,1
2024-09-07,Netherlands,Bosnia and Herzegovina,5.0,2.0,UEFA Nations League,Eindhoven,Netherlands,False,1.6,0.6,7.0,75.0,1758.51,1332.3,-68.0,41.0,426.21000000000004,0,1.0,1
2024-09-07,Cayman Islands,St Kitts and Nevis,1.0,4.0,CONCACAF Nations League,George Town,Cayman Islands,False,1.0,0.8,195.0,146.0,855.43,1059.53,49.0,170.5,-204.10000000000002,0,0.19999999999999996,0
2024-09-07,Republic of Ireland,England,0.0,2.0,UEFA Nations League,Dublin,Republic of Ireland,False,0.6,1.2,58.0,4.0,1403.84,1812.26,54.0,31.0,-408.4200000000001,0,-0.6,0
2024-09-07,Bahamas,Barbados,2.0,3.0,CONCACAF Nations League,Saint Croix,United States Virgin Islands,True,1.4,1.2,203.0,177.0,823.58,932.64,26.0,190.0,-109.05999999999995,0,0.19999999999999996,0
2024-09-07,Antigua and Barbuda,Dominica,1.0,2.0,CONCACAF Nations League,Piggotts,Antigua and Barbuda,False,1.0,1.4,148.0,181.0,1052.8,912.93,-33.0,164.5,139.87,0,-0.3999999999999999,0
2024-09-07,Bermuda,Dominican Republic,2.0,3.0,CONCACAF Nations League,Piggotts,Antigua and Barbuda,True,1.0,1.4,171.0,150.0,971.15,1045.64,21.0,160.5,-74.49000000000012,0,-0.3999999999999999,0
2024-09-07,Cameroon,Namibia,1.0,0.0,African Cup of Nations qualification,Douala,Cameroon,False,1.8,0.2,51.0,98.0,1458.47,1221.42,-47.0,74.5,237.04999999999995,0,1.6,1
2024-09-07,Nigeria,Benin,3.0,0.0,African Cup of Nations qualification,Uyo,Nigeria,False,1.2,1.0,39.0,91.0,1498.93,1254.18,-52.0,65.0,244.75,0,0.19999999999999996,1
2024-09-07,Mauritania,Botswana,1.0,0.0,African Cup of Nations qualification,Nouakchott,Mauritania,False,0.0,1.4,112.0,145.0,1177.5,1063.64,-33.0,128.5,113.8599999999999,0,-1.4,1
2024-09-07,United States,Canada,1.0,2.0,Friendly,Kansas City,United States,False,1.0,0.8,100.0,40.0,0.0,1494.66,60.0,70.0,-1494.66,1,0.19999999999999996,0
2024-09-07,Mexico,New Zealand,3.0,0.0,Friendly,Pasadena,United States,True,0.6,3.0,17.0,103.0,1635.11,1199.04,-86.0,60.0,436.06999999999994,1,-2.4,1
2024-09-07,Turks and Caicos Islands,Belize,0.0,4.0,CONCACAF Nations League,Providenciales,Turks and Caicos Islands,False,0.6,1.0,206.0,183.0,817.03,901.43,23.0,194.5,-84.39999999999998,0,-0.4,0
2024-09-08,Gibraltar,Liechtenstein,2.0,2.0,UEFA Nations League,Gibraltar,Gibraltar,False,0.2,0.2,198.0,199.0,836.14,835.83,-1.0,198.5,0.30999999999994543,0,0.0,0
2024-09-08,Bulgaria,Northern Ireland,1.0,0.0,UEFA Nations League,Plovdiv,Bulgaria,False,0.6,1.4,82.0,74.0,1295.5,1341.33,8.0,78.0,-45.82999999999993,0,-0.7999999999999999,1
2024-09-08,Luxembourg,Belarus,0.0,1.0,UEFA Nations League,Luxembourg,Luxembourg,False,0.2,0.0,84.0,99.0,1276.73,1219.78,-15.0,91.5,56.950000000000045,0,0.2,0
2024-09-08,Sweden,Estonia,3.0,0.0,UEFA Nations League,Stockholm,Sweden,False,1.4,1.2,29.0,123.0,1522.19,1146.47,-94.0,76.0,375.72,0,0.19999999999999996,1
2024-09-08,Slovakia,Azerbaijan,2.0,0.0,UEFA Nations League,Košice,Slovakia,False,1.0,1.4,44.0,111.0,1479.07,1179.88,-67.0,77.5,299.1899999999998,0,-0.3999999999999999,1
2024-09-08,Switzerland,Spain,1.0,4.0,UEFA Nations League,Geneva,Switzerland,False,1.0,2.0,15.0,3.0,1654.1,1835.67,12.0,9.0,-181.57000000000016,0,-1.0,0
2024-09-08,Croatia,Poland,1.0,0.0,UEFA Nations League,Osijek,Croatia,False,1.2,1.6,12.0,28.0,1701.31,1523.53,-16.0,20.0,177.77999999999997,0,-0.40000000000000013,1
2024-09-08,Denmark,Serbia,2.0,0.0,UEFA Nations League,Copenhagen,Denmark,False,0.8,0.8,21.0,32.0,1607.52,1506.9,-11.0,26.5,100.61999999999989,0,0.0,1
2024-09-08,Bonaire,El Salvador,1.0,2.0,CONCACAF Nations League,Rincon,Bonaire,False,1.4,1.6,100.0,81.0,0.0,1302.11,19.0,90.5,-1302.11,0,-0.20000000000000018,0
2024-09-08,St Vincent and the Grenadines,Montserrat,2.0,0.0,CONCACAF Nations League,Rincon,Bonaire,True,1.8,1.8,174.0,176.0,938.4,934.46,-2.0,175.0,3.939999999999941,0,0.0,1
2024-09-08,The Gambia,Tunisia,1.0,2.0,African Cup of Nations qualification,El Jadida,Morocco,True,2.0,0.4,132.0,41.0,1112.55,1494.06,91.0,86.5,-381.51,0,1.6,0
2024-09-08,Malaysia,Lebanon,1.0,0.0,Merdeka Tournament,Kuala Lumpur,Malaysia,False,1.2,1.0,134.0,116.0,1107.58,1167.64,18.0,125.0,-60.06000000000017,0,0.19999999999999996,1
2024-09-08,Tajikistan,Philippines,0.0,0.0,Merdeka Tournament,Kuala Lumpur,Malaysia,True,0.8,0.6,103.0,147.0,1212.41,1053.03,-44.0,125.0,159.3800000000001,0,0.20000000000000007,0
2024-09-08,Bhutan,Bangladesh,1.0,0.0,Friendly,Thimphu,Bhutan,False,0.4,0.2,182.0,184.0,904.1,896.67,-2.0,183.0,7.430000000000064,1,0.2,1
2024-09-08,Portugal,Scotland,2.0,1.0,UEFA Nations League,Lisbon,Portugal,False,1.0,1.2,8.0,48.0,1741.43,1472.3,-40.0,28.0,269.1300000000001,0,-0.19999999999999996,1
2024-09-09,Puerto Rico,Aruba,1.0,0.0,CONCACAF Nations League,Mayagüez,Puerto Rico,False,2.0,1.4,157.0,194.0,1020.22,873.9,-37.0,175.5,146.32000000000005,0,0.6000000000000001,1
2024-09-09,France,Belgium,2.0,0.0,UEFA Nations League,Décines-Charpieu,France,False,0.8,1.0,2.0,6.0,1854.91,1772.44,-4.0,4.0,82.47000000000003,0,-0.19999999999999996,1
2024-09-09,Israel,Italy,1.0,2.0,UEFA Nations League,Budapest,Hungary,True,1.6,1.2,78.0,10.0,1312.54,1714.29,68.0,44.0,-401.75,0,0.40000000000000013,0
2024-09-09,Norway,Austria,2.0,1.0,UEFA Nations League,Oslo,Norway,False,1.2,1.6,50.0,22.0,1466.48,1591.56,28.0,36.0,-125.07999999999993,0,-0.40000000000000013,1
2024-09-09,Slovenia,Kazakhstan,3.0,0.0,UEFA Nations League,Ljubljana,Slovenia,False,0.6,1.0,52.0,109.0,1457.06,1193.62,-57.0,80.5,263.44000000000005,0,-0.4,1
2024-09-09,Cyprus,Kosovo,0.0,4.0,UEFA Nations League,Larnaca,Cyprus,False,1.6,0.2,127.0,106.0,1136.78,1203.16,21.0,116.5,-66.38000000000011,0,1.4000000000000001,0
2024-09-09,Turkey,Iceland,3.0,1.0,UEFA Nations League,Izmir,Turkey,False,1.0,1.6,100.0,71.0,0.0,1353.48,29.0,85.5,-1353.48,0,-0.6000000000000001,1
2024-09-09,Romania,Lithuania,3.0,1.0,UEFA Nations League,Bucharest,Romania,False,1.4,1.0,45.0,135.0,1474.7,1100.66,-90.0,90.0,374.03999999999996,0,0.3999999999999999,1
2024-09-09,Samoa,Tonga,2.0,1.0,FIFA World Cup qualification,Apia,Samoa,False,1.0,2.0,192.0,200.0,876.45,833.12,-8.0,196.0,43.33000000000004,0,-1.0,1
2024-09-09,Haiti,Sint Maarten,6.0,0.0,CONCACAF Nations League,Mayagüez,Puerto Rico,True,2.4,1.4,85.0,100.0,1274.46,0.0,-15.0,92.5,1274.46,0,1.0,1
2024-09-09,Montenegro,Wales,1.0,2.0,UEFA Nations League,Nikšić,Montenegro,False,0.8,0.8,73.0,30.0,1345.02,1521.4,43.0,51.5,-176.3800000000001,0,0.0,0
2024-09-09,Grenada,St Lucia,1.0,2.0,CONCACAF Nations League,Saint George's,Grenada,False,0.8,1.2,173.0,170.0,953.67,979.57,3.0,171.5,-25.90000000000009,0,-0.3999999999999999,0
2024-09-09,India,Syria,0.0,3.0,Intercontinental Cup,Hyderabad,India,False,0.4,2.0,124.0,93.0,1139.39,1246.68,31.0,108.5,-107.28999999999996,0,-1.6,0
2024-09-09,Guatemala,Costa Rica,0.0,0.0,CONCACAF Nations League,Guatemala City,Guatemala,False,1.6,1.6,107.0,49.0,1198.84,1469.69,58.0,78.0,-270.85000000000014,0,0.0,0
2024-09-09,Martinique,Guyana,2.0,2.0,CONCACAF Nations League,Fort de France,Martinique,False,0.8,1.0,100.0,154.0,0.0,1026.61,-54.0,127.0,-1026.61,0,-0.19999999999999996,0
2024-09-09,Guadeloupe,Suriname,1.0,0.0,CONCACAF Nations League,Le Gosier,Guadeloupe,False,2.0,3.2,100.0,140.0,0.0,1087.77,-40.0,120.0,-1087.77,0,-1.2000000000000002,1
2024-09-09,Burundi,Senegal,0.0,1.0,African Cup of Nations qualification,Lilongwe,Malawi,True,1.6,1.4,139.0,19.0,1091.24,1623.34,120.0,79.0,-532.0999999999999,0,0.20000000000000018,0
2024-09-09,Uganda,Congo,2.0,0.0,African Cup of Nations qualification,Kira,Uganda,False,1.2,1.2,95.0,118.0,1242.96,1162.73,-23.0,106.5,80.23000000000002,0,0.0,1
2024-09-09,Ethiopia,Congo DR,0.0,2.0,African Cup of Nations qualification,Dar es Salaam,Tanzania,True,0.8,0.6,143.0,60.0,1066.16,1400.93,83.0,101.5,-334.77,0,0.20000000000000007,0
2024-09-09,Angola,Sudan,2.0,1.0,African Cup of Nations qualification,Luanda,Angola,False,0.6,1.6,90.0,121.0,1255.65,1152.29,-31.0,105.5,103.36000000000013,0,-1.0,1
2024-09-09,Niger,Ghana,1.0,1.0,African Cup of Nations qualification,Berkane,Morocco,True,0.6,1.8,125.0,64.0,1139.21,1381.25,61.0,94.5,-242.03999999999996,0,-1.2000000000000002,0
2024-09-09,Equatorial Guinea,Togo,2.0,2.0,African Cup of Nations qualification,Malabo,Equatorial Guinea,False,0.6,0.8,88.0,120.0,1260.5,1158.7,-32.0,104.0,101.79999999999995,0,-0.20000000000000007,0
2024-09-09,Morocco,Lesotho,1.0,0.0,African Cup of Nations qualification,Agadir,Morocco,False,2.6,1.2,14.0,149.0,1669.44,1046.54,-135.0,81.5,622.9000000000001,0,1.4000000000000001,1
2024-09-09,Madagascar,Comoros,1.0,1.0,African Cup of Nations qualification,Radès,Tunisia,True,1.0,1.6,105.0,119.0,1203.66,1159.84,-14.0,112.0,43.820000000000164,0,-0.6000000000000001,0
2024-09-09,Curaçao,Saint Martin,4.0,0.0,CONCACAF Nations League,Saint George's,Grenada,True,1.8,4.0,86.0,100.0,1272.71,0.0,-14.0,93.0,1272.71,0,-2.2,1
2024-09-10,Colombia,Argentina,2.0,1.0,FIFA World Cup qualification,Barranquilla,Colombia,False,1.6,1.8,9.0,1.0,1727.32,1901.48,8.0,5.0,-174.16000000000008,0,-0.19999999999999996,1
2024-09-10,Andorra,Malta,0.0,1.0,UEFA Nations League,Andorra la Vella,Andorra,False,0.2,0.6,164.0,172.0,996.05,970.62,-8.0,168.0,25.42999999999995,0,-0.39999999999999997,0
2024-09-10,North Macedonia,Armenia,2.0,0.0,UEFA Nations League,Skopje,North Macedonia,False,0.6,1.6,72.0,97.0,1348.63,1230.79,-25.0,84.5,117.84000000000015,0,-1.0,1
2024-09-10,Latvia,Faroe Islands,1.0,0.0,UEFA Nations League,Riga,Latvia,False,0.8,1.2,137.0,138.0,1095.98,1093.7,-1.0,137.5,2.2799999999999727,0,-0.3999999999999999,1
2024-09-10,St Kitts and Nevis,British Virgin Islands,2.0,0.0,CONCACAF Nations League,George Town,Cayman Islands,True,1.6,0.2,146.0,207.0,1059.53,801.29,-61.0,176.5,258.24,0,1.4000000000000001,1
2024-09-10,England,Finland,2.0,0.0,UEFA Nations League,London,England,False,1.6,1.4,4.0,63.0,1812.26,1393.4,-59.0,33.5,418.8599999999999,0,0.20000000000000018,1
2024-09-10,Czechia,Ukraine,3.0,2.0,UEFA Nations League,Prague,Czech Republic,False,1.2,1.4,47.0,25.0,1473.46,1567.25,22.0,36.0,-93.78999999999996,0,-0.19999999999999996,1
2024-09-10,Netherlands,Germany,2.0,2.0,UEFA Nations League,Amsterdam,Netherlands,False,2.6,2.2,7.0,13.0,1758.51,1686.02,-6.0,10.0,72.49000000000001,0,0.3999999999999999,0
2024-09-10,Hungary,Bosnia and Herzegovina,0.0,0.0,UEFA Nations League,Budapest,Hungary,False,1.0,0.8,31.0,75.0,1518.77,1332.3,-44.0,53.0,186.47000000000003,0,0.19999999999999996,0
2024-09-10,Ecuador,Peru,1.0,0.0,FIFA World Cup qualification,Quito,Ecuador,False,1.0,0.4,27.0,42.0,1530.44,1489.68,-15.0,34.5,40.75999999999999,0,0.6,1
2024-09-10,Republic of Ireland,Greece,0.0,2.0,UEFA Nations League,Dublin,Republic of Ireland,False,0.4,2.2,58.0,54.0,1403.84,1455.95,4.0,56.0,-52.11000000000013,0,-1.8000000000000003,0
2024-09-10,Chile,Bolivia,1.0,2.0,FIFA World Cup qualification,Santiago,Chile,False,0.6,1.0,43.0,89.0,1489.5,1258.56,-46.0,66.0,230.94000000000005,0,-0.4,0
2024-09-10,Oman,Korea Republic,1.0,3.0,FIFA World Cup qualification,Muscat,Oman,False,1.6,2.4,76.0,23.0,1326.18,1572.87,53.0,49.5,-246.68999999999983,0,-0.7999999999999998,0
2024-09-10,Paraguay,Brazil,1.0,0.0,FIFA World Cup qualification,Asunción,Paraguay,False,0.8,1.2,62.0,5.0,1396.8,1785.61,57.0,33.5,-388.80999999999995,0,-0.3999999999999999,1
2024-09-10,Korea DPR,Qatar,2.0,2.0,FIFA World Cup qualification,Vientiane,Laos,True,1.2,1.6,110.0,34.0,1183.96,1504.06,76.0,72.0,-320.0999999999999,0,-0.40000000000000013,0
2024-09-10,Kyrgyz Republic,Uzbekistan,2.0,3.0,FIFA World Cup qualification,Bishkek,Kyrgyzstan,False,1.8,1.8,102.0,61.0,1213.58,1397.41,41.0,81.5,-183.83000000000015,0,0.0,0
2024-09-10,United Arab Emirates,IR Iran,0.0,1.0,FIFA World Cup qualification,Al Ain,United Arab Emirates,False,2.6,2.2,69.0,20.0,1368.84,1611.16,49.0,44.5,-242.32000000000016,0,0.3999999999999999,0
2024-09-10,Kuwait,Iraq,0.0,0.0,FIFA World Cup qualification,Kuwait City,Kuwait,False,0.6,2.4,136.0,55.0,1098.42,1433.07,81.0,95.5,-334.64999999999986,0,-1.7999999999999998,0
2024-09-10,Palestine,Jordan,1.0,3.0,FIFA World Cup qualification,Kuala Lumpur,Malaysia,True,1.2,1.6,96.0,68.0,1231.25,1374.13,28.0,82.0,-142.8800000000001,0,-0.40000000000000013,0
2024-09-10,Bahrain,Japan,0.0,5.0,FIFA World Cup qualification,Riffa,Bahrain,False,2.0,3.8,80.0,18.0,1302.86,1628.81,62.0,49.0,-325.95000000000005,0,-1.7999999999999998,0
2024-09-10,Indonesia,Australia,0.0,0.0,FIFA World Cup qualification,Jakarta,Indonesia,False,1.2,2.8,133.0,24.0,1108.73,1571.29,109.0,78.5,-462.55999999999995,0,-1.5999999999999999,0
2024-09-10,China PR,Saudi Arabia,1.0,2.0,FIFA World Cup qualification,Dalian,China PR,False,1.4,1.4,87.0,56.0,1267.51,1431.3,31.0,71.5,-163.78999999999996,0,0.0,0
2024-09-10,Zimbabwe,Cameroon,0.0,0.0,African Cup of Nations qualification,Kampala,Uganda,True,0.4,1.8,129.0,51.0,1126.15,1458.47,78.0,90.0,-332.31999999999994,0,-1.4,0
2024-09-10,Belize,Anguilla,1.0,0.0,CONCACAF Nations League,Providenciales,Turks and Caicos Islands,True,1.8,0.6,183.0,209.0,901.43,779.86,-26.0,196.0,121.56999999999994,0,1.2000000000000002,1
2024-09-10,Venezuela,Uruguay,0.0,0.0,FIFA World Cup qualification,Maturín,Venezuela,False,1.4,0.6,37.0,11.0,1501.46,1713.15,26.0,24.0,-211.69000000000005,0,0.7999999999999999,0
2024-09-10,United States Virgin Islands,Barbados,0.0,3.0,CONCACAF Nations League,Saint Croix,United States Virgin Islands,False,1.2,1.4,100.0,177.0,0.0,932.64,-77.0,138.5,-932.64,0,-0.19999999999999996,0
2024-09-10,Albania,Georgia,0.0,1.0,UEFA Nations League,Tirana,Albania,False,1.6,1.8,66.0,70.0,1375.49,1361.41,-4.0,68.0,14.079999999999927,0,-0.19999999999999996,0
2024-09-10,Dominican Republic,Dominica,2.0,0.0,CONCACAF Nations League,Piggotts,Antigua and Barbuda,True,2.0,1.6,150.0,181.0,1045.64,912.93,-31.0,165.5,132.71000000000015,0,0.3999999999999999,1
2024-09-10,Antigua and Barbuda,Bermuda,0.0,1.0,CONCACAF Nations League,Piggotts,Antigua and Barbuda,False,0.8,1.4,148.0,171.0,1052.8,971.15,-23.0,159.5,81.64999999999998,0,-0.5999999999999999,0
2024-09-10,Mexico,Canada,0.0,0.0,Friendly,Arlington,United States,True,1.2,1.0,17.0,40.0,1635.11,1494.66,-23.0,28.5,140.44999999999982,1,0.19999999999999996,0
2024-09-10,Moldova,San Marino,1.0,0.0,Friendly,Chișinău,Moldova,False,1.2,0.6,152.0,210.0,1033.75,739.64,-58.0,181.0,294.11,1,0.6,1
2024-09-10,Vietnam,Thailand,1.0,2.0,Friendly,Hanoi,Vietnam,False,0.8,1.2,115.0,101.0,1168.02,1218.56,14.0,108.0,-50.539999999999964,1,-0.3999999999999999,0
2024-09-10,Cambodia,Sri Lanka,2.0,2.0,AFC Asian Cup qualification,Phnom Penh,Cambodia,False,0.8,0.4,180.0,205.0,924.52,820.32,-25.0,192.5,104.19999999999993,0,0.4,0
2024-09-10,Macau,Brunei Darussalam,0.0,1.0,AFC Asian Cup qualification,Taipa,Macau,False,0.2,1.6,185.0,190.0,896.62,881.73,-5.0,187.5,14.889999999999986,0,-1.4000000000000001,0
2024-09-10,Mongolia,Timor-Leste,2.0,0.0,AFC Asian Cup qualification,Ulaanbaatar,Mongolia,False,0.6,1.3333333333333333,189.0,196.0,884.92,843.4,-7.0,192.5,41.51999999999998,0,-0.7333333333333333,1
2024-09-10,Gabon,Central African Republic,2.0,0.0,African Cup of Nations qualification,Franceville,Gabon,False,1.0,3.4,83.0,128.0,1288.45,1129.3,-45.0,105.5,159.1500000000001,0,-2.4,1
2024-09-10,Botswana,Egypt,0.0,4.0,African Cup of Nations qualification,Francistown,Botswana,False,1.0,1.8,145.0,36.0,1063.64,1502.34,109.0,90.5,-438.6999999999998,0,-0.8,0
2024-09-10,Cabo Verde,Mauritania,2.0,0.0,African Cup of Nations qualification,Praia,Cape Verde,False,0.8,0.2,65.0,112.0,1380.53,1177.5,-47.0,88.5,203.02999999999997,0,0.6000000000000001,1
2024-09-10,Rwanda,Nigeria,0.0,0.0,African Cup of Nations qualification,Kigali,Rwanda,False,0.8,1.6,131.0,39.0,1114.15,1498.93,92.0,85.0,-384.78,0,-0.8,0
2024-09-10,Benin,Libya,2.0,1.0,African Cup of Nations qualification,Abidjan,Ivory Coast,True,1.0,1.6,91.0,117.0,1254.18,1165.73,-26.0,104.0,88.45000000000005,0,-0.6000000000000001,1
2024-09-10,United States,New Zealand,1.0,1.0,Friendly,Cincinnati,United States,False,1.0,3.0,100.0,103.0,0.0,1199.04,-3.0,101.5,-1199.04,1,-2.0,0
