date,home_team,away_team,home_score,away_score,tournament,rank_diff,average_rank,point_diff,is_friendly,goals_rolling_diff,streak_diff,opp_rank_diff,target
2024-01-08,Nigeria,Guinea,0.0,2.0,Friendly,-38.0,61.0,184.43000000000006,1,1.4000000000000001,0.19999999999999996,15.799999999999997,0
2024-01-08,Botswana,Mozambique,1.0,1.0,Friendly,34.0,128.0,-116.22000000000003,1,-0.6000000000000001,0.0,-1.2000000000000028,0
2024-01-09,Burundi,Algeria,0.0,4.0,Friendly,109.0,84.5,-433.6400000000001,1,-0.9999999999999998,-1.2000000000000002,-6.199999999999989,0
2024-01-09,Japan,Jordan,6.0,1.0,Friendly,-70.0,52.0,347.55999999999995,1,3.8,2.2,23.60000000000001,1
2024-01-09,Kyrgyz Republic,Vietnam,2.0,1.0,Friendly,4.0,96.0,-11.439999999999827,1,0.6,0.20000000000000007,26.19999999999999,1
2024-01-09,Zambia,Cameroon,1.0,1.0,Friendly,38.0,65.0,-178.5,1,0.40000000000000013,0.0,-2.6000000000000085,0
2024-01-09,Equatorial Guinea,Djibouti,1.0,1.0,Friendly,-104.0,140.0,387.2500000000001,1,-1.1,-0.5,-34.400000000000006,0
2024-01-09,Saudi Arabia,Palestine,0.0,0.0,Friendly,-43.0,77.5,203.46000000000004,1,1.8,1.8,20.799999999999997,0
2024-01-09,Indonesia,IR Iran,0.0,5.0,Friendly,125.0,83.5,-501.06999999999994,1,-0.8,-1.8,33.60000000000001,0
2024-01-10,Tunisia,Cabo Verde,2.0,0.0,Friendly,-45.0,50.5,193.43000000000006,1,0.40000000000000013,1.2,-14.600000000000009,1
2024-01-10,Bahrain,Angola,0.0,3.0,Friendly,-31.0,101.5,109.24000000000001,1,0.8,0.8,-3.4000000000000057,0
2024-01-10,Saudi Arabia,Hong Kong,2.0,0.0,Friendly,-90.0,101.0,358.66999999999985,1,0.6000000000000001,1.2,-0.20000000000000284,1
2024-01-10,South Africa,Lesotho,0.0,0.0,Friendly,-82.0,107.0,309.80999999999995,1,0.6000000000000001,1.2000000000000002,23.200000000000003,0
2024-01-10,Congo DR,Burkina Faso,1.0,2.0,Friendly,10.0,62.0,-54.34999999999991,1,-0.7999999999999999,-0.40000000000000013,20.599999999999994,0
2024-01-11,Morocco,Sierra Leone,3.0,1.0,Friendly,-114.0,70.0,523.1600000000001,1,0.8,1.0,-14.400000000000006,1
2024-01-12,Qatar,Lebanon,3.0,0.0,AFC Asian Cup,-49.0,82.5,214.72000000000003,0,1.8,1.2000000000000002,-4.599999999999994,1
2024-01-12,Kuwait,Libya,1.0,3.0,Friendly,16.0,128.0,-57.16000000000008,1,-0.40000000000000013,-1.0000000000000002,-18.599999999999994,0
2024-01-12,Sweden,Estonia,2.0,1.0,Friendly,-96.0,74.0,380.49,1,1.2,1.2,29.0,1
2024-01-13,China PR,Tajikistan,0.0,0.0,AFC Asian Cup,-27.0,92.5,104.42000000000007,0,-1.2,-0.8,-40.19999999999999,0
2024-01-13,Australia,India,2.0,0.0,AFC Asian Cup,-77.0,63.5,338.4200000000001,0,1.5999999999999999,1.4,-7.199999999999989,1
2024-01-13,Uzbekistan,Syria,0.0,0.0,AFC Asian Cup,-23.0,79.5,99.99000000000001,0,1.0,1.6,-12.0,0
2024-01-13,Côte d'Ivoire,Guinea-Bissau,2.0,0.0,African Cup of Nations,-54.0,76.0,249.82000000000016,0,2.4000000000000004,0.8000000000000003,4.0,1
2024-01-13,Guatemala,Iceland,0.0,1.0,Friendly,37.0,89.5,-148.41000000000008,1,-0.6000000000000001,-0.3999999999999999,-16.800000000000004,0
2024-01-14,Ghana,Cabo Verde,1.0,2.0,African Cup of Nations,-12.0,67.0,54.3900000000001,0,-0.6000000000000001,0.0,2.0,0
2024-01-14,Egypt,Mozambique,2.0,2.0,African Cup of Nations,-78.0,72.0,338.19000000000005,0,0.7999999999999998,1.2000000000000002,6.799999999999997,0
2024-01-14,Nigeria,Equatorial Guinea,1.0,1.0,African Cup of Nations,-46.0,65.0,206.01,0,0.9999999999999999,0.6,-22.80000000000001,0
2024-01-14,Japan,Vietnam,4.0,2.0,AFC Asian Cup,-77.0,55.5,384.6100000000001,0,4.4,2.4,17.799999999999997,1
2024-01-14,IR Iran,Palestine,4.0,1.0,AFC Asian Cup,-78.0,60.0,347.48,0,3.4,2.2,37.599999999999994,1
2024-01-14,United Arab Emirates,Hong Kong,3.0,1.0,AFC Asian Cup,-82.0,105.0,302.06999999999994,0,0.8,1.5999999999999999,32.60000000000001,1
2024-01-15,Indonesia,Iraq,1.0,3.0,AFC Asian Cup,83.0,104.5,-301.97,0,-1.0,-1.4000000000000001,6.200000000000003,0
2024-01-15,Korea Republic,Bahrain,3.0,1.0,AFC Asian Cup,-63.0,54.5,273.3600000000001,0,3.1999999999999997,1.8,-15.599999999999994,1
2024-01-15,Malaysia,Jordan,0.0,4.0,AFC Asian Cup,43.0,108.5,-149.76000000000022,0,1.0,1.0,30.39999999999999,0
2024-01-15,Senegal,The Gambia,3.0,0.0,African Cup of Nations,-106.0,73.0,454.25,0,-0.40000000000000013,0.6000000000000001,-3.799999999999997,1
2024-01-15,Cameroon,Guinea,1.0,1.0,African Cup of Nations,-34.0,63.0,173.04999999999995,0,-0.19999999999999996,-1.0,-5.599999999999994,0
2024-01-15,Algeria,Angola,1.0,1.0,African Cup of Nations,-87.0,73.5,352.21000000000004,0,2.0,1.2000000000000002,26.60000000000001,0
2024-01-16,Tunisia,Namibia,0.0,1.0,African Cup of Nations,-87.0,71.5,354.8499999999999,0,0.3999999999999999,0.19999999999999996,-7.0,0
2024-01-16,Burkina Faso,Mauritania,1.0,0.0,African Cup of Nations,-48.0,81.0,215.76,0,1.2000000000000002,1.0,2.799999999999997,1
2024-01-16,Mali,South Africa,2.0,0.0,African Cup of Nations,-15.0,58.5,88.51999999999998,0,2.1999999999999997,1.4000000000000001,-4.0,1
2024-01-16,Thailand,Kyrgyz Republic,2.0,0.0,AFC Asian Cup,15.0,105.5,-47.3900000000001,0,-0.3999999999999999,-0.5999999999999999,-16.200000000000003,1
2024-01-16,Saudi Arabia,Oman,2.0,1.0,AFC Asian Cup,-18.0,65.0,96.16999999999985,0,0.6000000000000001,0.8,23.60000000000001,1
2024-01-17,Lebanon,China PR,0.0,0.0,AFC Asian Cup,28.0,93.0,-106.91000000000008,0,-0.4,-0.4,0.0,0
2024-01-17,Qatar,Tajikistan,1.0,0.0,AFC Asian Cup,-48.0,82.0,212.23000000000002,0,0.7999999999999998,-0.20000000000000018,-27.799999999999997,1
2024-01-17,Morocco,Tanzania,3.0,0.0,African Cup of Nations,-108.0,67.0,506.5,0,1.6,1.6,33.2,1
2024-01-17,Congo DR,Zambia,1.0,1.0,African Cup of Nations,-17.0,75.5,72.10000000000014,0,-1.2000000000000002,-0.3999999999999999,23.400000000000006,0
2024-01-17,Honduras,Iceland,0.0,2.0,Friendly,5.0,73.5,-24.590000000000146,1,0.3999999999999999,0.6000000000000001,17.60000000000001,0
2024-01-18,Syria,Australia,0.0,1.0,AFC Asian Cup,66.0,58.0,-293.95000000000005,0,-1.9999999999999998,-1.8,-28.200000000000003,0
2024-01-18,India,Uzbekistan,0.0,3.0,AFC Asian Cup,34.0,85.0,-144.46000000000004,0,-1.0,-1.4000000000000001,-8.0,0
2024-01-18,Palestine,United Arab Emirates,1.0,1.0,AFC Asian Cup,35.0,81.5,-146.86000000000013,0,-1.8,-2.0,-67.0,0
2024-01-18,Equatorial Guinea,Guinea-Bissau,4.0,2.0,African Cup of Nations,-15.0,95.5,70.60000000000014,0,-0.4,-0.20000000000000007,26.200000000000003,1
2024-01-18,Côte d'Ivoire,Nigeria,0.0,1.0,African Cup of Nations,7.0,45.5,-26.789999999999964,0,2.5999999999999996,1.4000000000000001,9.600000000000009,0
2024-01-18,Egypt,Ghana,2.0,2.0,African Cup of Nations,-28.0,47.0,134.72000000000003,0,2.2,1.4000000000000001,10.600000000000009,0
2024-01-19,Kuwait,Uganda,0.0,2.0,Friendly,44.0,114.0,-147.01,1,0.5999999999999999,0.0,0.7999999999999972,0
2024-01-19,Guinea,The Gambia,1.0,0.0,African Cup of Nations,-46.0,103.0,149.95000000000005,0,-0.19999999999999996,0.8,-13.799999999999997,1
2024-01-19,Senegal,Cameroon,3.0,1.0,African Cup of Nations,-26.0,33.0,131.25,0,0.6000000000000001,1.4000000000000001,19.0,1
2024-01-19,Hong Kong,IR Iran,0.0,1.0,AFC Asian Cup,125.0,83.5,-502.6899999999998,0,-2.2,-1.8,-15.0,0
2024-01-19,Vietnam,Indonesia,0.0,1.0,AFC Asian Cup,-52.0,120.0,171.56999999999994,0,0.4,0.39999999999999997,-23.0,0
2024-01-19,Iraq,Japan,2.0,1.0,AFC Asian Cup,46.0,40.0,-254.21000000000004,0,-3.2,-1.0,-15.0,1
2024-01-19,Cabo Verde,Mozambique,3.0,0.0,African Cup of Nations,-38.0,92.0,149.07999999999993,0,-0.6000000000000001,-0.20000000000000018,-5.400000000000006,1
2024-01-20,Jordan,Korea Republic,2.0,2.0,AFC Asian Cup,64.0,55.0,-278.02,0,-2.0,-1.6,-21.39999999999999,0
2024-01-20,Bahrain,Malaysia,1.0,0.0,AFC Asian Cup,-44.0,108.0,154.42000000000007,0,-1.0,-1.0,-23.400000000000006,1
2024-01-20,Algeria,Burkina Faso,2.0,2.0,African Cup of Nations,-27.0,43.5,109.25,0,1.0,0.6000000000000001,47.39999999999999,0
2024-01-20,Mauritania,Angola,2.0,3.0,African Cup of Nations,-12.0,111.0,27.200000000000045,0,-0.6000000000000001,-0.9999999999999999,-11.799999999999997,0
2024-01-20,Tunisia,Mali,1.0,1.0,African Cup of Nations,-23.0,39.5,77.63000000000011,0,-1.6,-0.6000000000000001,14.0,0
2024-01-20,United States,Slovenia,0.0,1.0,Friendly,46.0,77.0,-1427.84,1,0.3999999999999999,-0.5999999999999999,-21.39999999999999,0
2024-01-21,Zambia,Tanzania,1.0,1.0,African Cup of Nations,-37.0,102.5,129.3699999999999,0,1.6,0.8,23.800000000000004,0
2024-01-21,Morocco,Congo DR,1.0,1.0,African Cup of Nations,-54.0,40.0,305.03,0,1.5999999999999999,1.6,16.0,0
2024-01-21,South Africa,Namibia,4.0,0.0,African Cup of Nations,-49.0,90.5,188.69999999999982,0,-0.6,-1.2000000000000002,10.600000000000009,1
2024-01-21,Kyrgyz Republic,Saudi Arabia,0.0,2.0,AFC Asian Cup,42.0,77.0,-196.91999999999985,0,0.0,-1.2000000000000002,-0.19999999999998863,0
2024-01-21,Oman,Thailand,0.0,0.0,AFC Asian Cup,-39.0,93.5,148.1400000000001,0,-0.3999999999999999,-0.19999999999999996,1.0,0
2024-01-22,Qatar,China PR,1.0,0.0,AFC Asian Cup,-21.0,68.5,107.80999999999995,0,2.6,1.4,12.200000000000003,1
2024-01-22,Tajikistan,Lebanon,2.0,1.0,AFC Asian Cup,-1.0,106.5,2.490000000000009,0,1.6,1.0,17.19999999999999,1
2024-01-22,Guinea-Bissau,Nigeria,0.0,1.0,African Cup of Nations,61.0,72.5,-276.6100000000001,0,0.3999999999999999,-0.3999999999999999,-12.400000000000006,0
2024-01-22,Côte d'Ivoire,Equatorial Guinea,0.0,4.0,African Cup of Nations,-39.0,68.5,179.22000000000003,0,2.4000000000000004,1.4,-3.6000000000000085,0
2024-01-22,Cabo Verde,Egypt,2.0,2.0,African Cup of Nations,40.0,53.0,-189.11000000000013,0,-1.4,-0.20000000000000018,-28.39999999999999,0
2024-01-22,Mozambique,Ghana,2.0,2.0,African Cup of Nations,50.0,86.0,-203.47000000000003,0,0.19999999999999996,0.0,-5.0,0
2024-01-23,Mauritania,Algeria,1.0,0.0,African Cup of Nations,75.0,67.5,-325.01,0,-2.0,-1.8000000000000003,-22.0,1
2024-01-23,Angola,Burkina Faso,2.0,0.0,African Cup of Nations,60.0,87.0,-242.96000000000004,0,-0.40000000000000013,-0.19999999999999996,19.799999999999997,1
2024-01-23,The Gambia,Cameroon,2.0,3.0,African Cup of Nations,80.0,86.0,-323.0,0,-0.5999999999999999,-1.0,-17.400000000000006,0
2024-01-23,Guinea,Senegal,0.0,2.0,African Cup of Nations,60.0,50.0,-304.29999999999995,0,-1.0000000000000002,-0.6000000000000001,-27.0,0
2024-01-23,Hong Kong,Palestine,0.0,3.0,AFC Asian Cup,47.0,122.5,-155.2099999999998,0,0.4,0.19999999999999996,18.0,0
2024-01-23,Syria,India,1.0,0.0,AFC Asian Cup,-11.0,96.5,44.47000000000003,0,0.39999999999999997,0.0,-10.200000000000003,1
2024-01-23,Australia,Uzbekistan,1.0,1.0,AFC Asian Cup,-43.0,46.5,193.96000000000004,0,0.8,0.7999999999999998,20.799999999999997,0
2024-01-23,IR Iran,United Arab Emirates,2.0,1.0,AFC Asian Cup,-43.0,42.5,200.6199999999999,0,0.7999999999999998,0.6000000000000001,-10.799999999999997,1
2024-01-24,Iraq,Vietnam,3.0,2.0,AFC Asian Cup,-31.0,78.5,130.4000000000001,0,1.2000000000000002,1.7999999999999998,-8.400000000000006,1
2024-01-24,Japan,Indonesia,3.0,1.0,AFC Asian Cup,-129.0,81.5,556.1800000000001,0,3.6,1.7999999999999998,6.200000000000003,1
2024-01-24,Namibia,Mali,0.0,0.0,African Cup of Nations,64.0,83.0,-277.2199999999998,0,-1.4000000000000001,-0.20000000000000018,-14.199999999999989,0
2024-01-24,South Africa,Tunisia,0.0,0.0,African Cup of Nations,38.0,47.0,-166.1500000000001,0,0.3999999999999999,-0.20000000000000018,16.0,0
2024-01-24,Tanzania,Congo DR,0.0,0.0,African Cup of Nations,54.0,94.0,-201.47000000000003,0,-0.19999999999999996,0.20000000000000007,-25.800000000000004,0
2024-01-24,Zambia,Morocco,0.0,1.0,African Cup of Nations,71.0,48.5,-377.1300000000001,0,-0.7999999999999998,-1.4000000000000001,-23.400000000000006,0
2024-01-25,Saudi Arabia,Thailand,0.0,0.0,AFC Asian Cup,-57.0,84.5,244.30999999999995,0,0.19999999999999996,1.2000000000000002,20.200000000000003,0
2024-01-25,Jordan,Bahrain,0.0,1.0,AFC Asian Cup,1.0,86.5,-4.6599999999998545,0,1.4,0.7999999999999999,-15.799999999999997,0
2024-01-25,Korea Republic,Malaysia,3.0,3.0,AFC Asian Cup,-107.0,76.5,427.7800000000002,0,1.4,1.2000000000000002,-8.599999999999994,0
2024-01-25,Kyrgyz Republic,Oman,1.0,1.0,AFC Asian Cup,24.0,86.0,-100.75,0,-0.19999999999999996,0.0,-11.200000000000003,0
2024-01-27,Nigeria,Cameroon,2.0,0.0,African Cup of Nations,-4.0,44.0,11.38000000000011,0,-0.5999999999999999,0.40000000000000013,1.7999999999999972,1
2024-01-27,Angola,Namibia,3.0,0.0,African Cup of Nations,2.0,116.0,-0.3300000000001546,0,1.2000000000000002,0.6000000000000001,-9.400000000000006,1
2024-01-28,Australia,Indonesia,4.0,0.0,AFC Asian Cup,-121.0,85.5,475.21000000000004,0,0.5999999999999999,2.0,25.599999999999994,1
2024-01-28,Tajikistan,United Arab Emirates,1.0,1.0,AFC Asian Cup,42.0,85.0,-169.3900000000001,0,0.6000000000000001,0.6000000000000001,32.0,0
2024-01-28,Egypt,Congo DR,1.0,1.0,African Cup of Nations,-34.0,50.0,162.25,0,1.4,1.0,19.19999999999999,0
2024-01-28,Equatorial Guinea,Guinea,0.0,1.0,African Cup of Nations,8.0,84.0,-21.579999999999927,0,1.2,0.20000000000000018,31.0,0
2024-01-29,Iraq,Jordan,2.0,3.0,AFC Asian Cup,-24.0,75.0,93.34999999999991,0,0.0,1.0,12.0,0
2024-01-29,Qatar,Palestine,2.0,1.0,AFC Asian Cup,-41.0,78.5,189.70000000000005,0,0.8,1.4,25.200000000000003,1
2024-01-29,Cabo Verde,Mauritania,1.0,0.0,African Cup of Nations,-32.0,89.0,134.54999999999995,0,1.2000000000000002,1.0,-4.0,1
2024-01-29,Côte d'Ivoire,Senegal,1.0,1.0,African Cup of Nations,29.0,34.5,-146.65999999999985,0,0.0,-0.8,-4.599999999999994,0
2024-01-30,Saudi Arabia,Korea Republic,1.0,1.0,AFC Asian Cup,33.0,39.5,-129.59000000000015,0,-1.2,0.0,17.0,0
2024-01-30,Uzbekistan,Thailand,2.0,1.0,AFC Asian Cup,-45.0,90.5,168.51,0,0.3999999999999999,0.19999999999999996,-12.400000000000006,1
2024-01-30,Mali,Burkina Faso,2.0,1.0,African Cup of Nations,-6.0,54.0,34.58999999999992,0,0.8,0.40000000000000013,19.799999999999997,1
2024-01-30,Morocco,South Africa,0.0,2.0,African Cup of Nations,-53.0,39.5,304.6100000000001,0,1.2,1.6,7.599999999999994,0
2024-01-31,IR Iran,Syria,1.0,1.0,AFC Asian Cup,-70.0,56.0,319.80999999999995,0,1.9999999999999998,1.8,17.80000000000001,0
2024-01-31,Bahrain,Japan,1.0,3.0,AFC Asian Cup,69.0,51.5,-342.9000000000001,0,-3.1999999999999997,-1.2,-24.19999999999999,0
2024-02-02,Australia,Korea Republic,1.0,2.0,AFC Asian Cup,2.0,24.0,-11.430000000000064,0,0.0,0.8,14.199999999999989,0
2024-02-02,Tajikistan,Jordan,0.0,1.0,AFC Asian Cup,19.0,96.5,-77.56000000000017,0,-1.0,0.20000000000000018,27.0,0
2024-02-02,Congo DR,Guinea,3.0,1.0,African Cup of Nations,-13.0,73.5,66.65000000000009,0,-0.19999999999999996,-1.2,-2.8000000000000043,1
2024-02-02,Nigeria,Angola,1.0,0.0,African Cup of Nations,-75.0,79.5,306.3900000000001,0,-1.4,-0.6000000000000001,-5.3999999999999915,1
2024-02-03,IR Iran,Japan,2.0,1.0,AFC Asian Cup,4.0,19.0,-55.11000000000013,0,-0.7999999999999998,0.20000000000000018,14.0,1
2024-02-03,Qatar,Uzbekistan,1.0,1.0,AFC Asian Cup,-10.0,63.0,62.039999999999964,0,0.20000000000000018,0.19999999999999973,9.599999999999994,0
2024-02-03,Cabo Verde,South Africa,0.0,0.0,African Cup of Nations,7.0,69.5,-27.279999999999973,0,0.40000000000000013,0.3999999999999999,-3.4000000000000057,0
2024-02-03,Côte d'Ivoire,Mali,2.0,1.0,African Cup of Nations,-2.0,50.0,2.050000000000182,0,-0.6000000000000001,-0.8000000000000003,2.200000000000003,1
2024-02-03,Costa Rica,El Salvador,2.0,0.0,Friendly,-26.0,65.0,131.42999999999984,1,0.19999999999999996,0.0,-50.4,1
2024-02-06,Jordan,Korea Republic,2.0,0.0,AFC Asian Cup,64.0,55.0,-278.02,0,-0.20000000000000018,0.19999999999999996,4.799999999999997,1
2024-02-07,Nigeria,South Africa,1.0,1.0,African Cup of Nations,-24.0,54.0,117.36000000000013,0,0.0,1.0,24.599999999999994,0
2024-02-07,Qatar,IR Iran,3.0,2.0,AFC Asian Cup,37.0,39.5,-157.77999999999997,0,-0.3999999999999999,0.0,8.399999999999991,1
2024-02-07,Côte d'Ivoire,Congo DR,1.0,0.0,African Cup of Nations,-18.0,58.0,90.99000000000001,0,-0.19999999999999996,0.0,-5.400000000000006,1
2024-02-10,Qatar,Jordan,3.0,1.0,AFC Asian Cup,-29.0,72.5,134.66999999999985,0,0.0,0.6000000000000001,14.399999999999991,1
2024-02-10,South Africa,Congo DR,0.0,0.0,African Cup of Nations,-1.0,66.5,0.4199999999998454,0,0.3999999999999999,0.6000000000000001,-5.0,0
2024-02-11,Côte d'Ivoire,Nigeria,2.0,1.0,African Cup of Nations,7.0,45.5,-26.789999999999964,0,-0.3999999999999999,-1.2000000000000002,-22.6,1
2024-03-01,Trinidad and Tobago,Jamaica,0.0,1.0,Friendly,39.0,76.5,-193.49,1,0.0,-0.19999999999999996,2.1999999999999886,0
2024-03-03,Trinidad and Tobago,Jamaica,0.0,0.0,Friendly,39.0,76.5,-193.49,1,0.0,-0.8,14.0,0
2024-03-14,Kazakhstan,Turkmenistan,2.0,0.0,Friendly,-41.0,120.5,136.91000000000008,1,0.8,1.4,-26.19999999999999,1
2024-03-18,Solomon Islands,Fiji,2.0,1.0,Friendly,-37.0,149.5,132.30999999999995,1,0.6000000000000001,1.2000000000000002,,1
2024-03-20,Djibouti,Liberia,0.0,2.0,African Cup of Nations qualification,40.0,172.0,-141.3499999999999,0,0.19999999999999996,0.7999999999999999,39.0,0
2024-03-20,Bonaire,El Salvador,1.0,1.0,Friendly,19.0,90.5,-1306.14,1,0.9999999999999999,0.6,77.6,0
2024-03-20,San Marino,St Kitts and Nevis,1.0,3.0,Friendly,63.0,178.5,-315.43999999999994,1,0.0,-0.8,-64.6,0
2024-03-20,Somalia,Eswatini,0.0,3.0,African Cup of Nations qualification,49.0,173.5,-200.22000000000014,0,0.04999999999999999,-0.4,-0.25,0
2024-03-20,Tonga,Samoa,1.0,4.0,Oceania Nations Cup qualification,10.0,191.0,-40.60000000000002,0,-1.75,-0.75,,0
2024-03-21,United Arab Emirates,Yemen,2.0,1.0,FIFA World Cup qualification,-82.0,110.0,327.6099999999999,0,0.0,-0.3999999999999999,-56.39999999999999,1
2024-03-21,Bahrain,Nepal,5.0,0.0,FIFA World Cup qualification,-93.0,128.5,349.27,0,0.4,0.3999999999999999,-76.60000000000001,1
2024-03-21,Saudi Arabia,Tajikistan,1.0,0.0,FIFA World Cup qualification,-46.0,76.0,222.51,0,0.7999999999999999,1.2000000000000002,11.799999999999997,1
2024-03-21,Venezuela,Italy,1.0,2.0,Friendly,43.0,30.5,-271.6199999999999,1,-1.2,-0.19999999999999996,-27.4,0
2024-03-21,Iraq,Philippines,1.0,0.0,FIFA World Cup qualification,-80.0,99.0,323.27,0,1.2,0.40000000000000013,-42.19999999999999,1
2024-03-21,Indonesia,Vietnam,1.0,0.0,FIFA World Cup qualification,37.0,123.5,-121.91999999999985,0,-0.4,0.6,-34.400000000000006,1
2024-03-21,Australia,Lebanon,2.0,0.0,FIFA World Cup qualification,-92.0,69.0,386.75,0,1.4,1.6,-10.400000000000006,1
2024-03-21,Pakistan,Jordan,0.0,3.0,FIFA World Cup qualification,125.0,132.5,-487.05999999999995,0,-0.9999999999999999,-1.0,71.60000000000001,0
2024-03-21,Palestine,Bangladesh,5.0,0.0,FIFA World Cup qualification,-86.0,140.0,310.45000000000005,0,0.19999999999999996,-0.19999999999999996,-50.599999999999994,1
2024-03-21,Portugal,Sweden,5.0,2.0,Friendly,-19.0,16.5,213.92999999999984,1,2.6,1.0,-11.399999999999991,1
2024-03-21,Cyprus,Latvia,1.0,1.0,Friendly,-11.0,130.5,45.580000000000155,1,0.0,0.0,1.3999999999999986,0
2024-03-21,Ecuador,Guatemala,2.0,0.0,Friendly,-77.0,69.5,331.03,1,0.4,1.8000000000000003,-22.599999999999994,1
2024-03-21,Ethiopia,Lesotho,1.0,2.0,Friendly,-3.0,146.5,21.519999999999982,1,0.2,0.4,29.0,0
2024-03-21,Malta,Slovenia,2.0,2.0,Friendly,117.0,113.5,-464.1100000000001,1,-1.2000000000000002,-1.7999999999999998,-8.399999999999999,0
2024-03-21,Montenegro,Belarus,2.0,0.0,Friendly,-23.0,83.5,109.84000000000015,1,0.8,0.19999999999999996,-6.200000000000003,1
2024-03-21,Hong Kong,Uzbekistan,0.0,2.0,FIFA World Cup qualification,80.0,106.0,-314.1099999999999,0,-0.9999999999999999,-1.8,-8.599999999999994,0
2024-03-21,Solomon Islands,Fiji,0.0,2.0,Friendly,-37.0,149.5,132.30999999999995,1,0.6000000000000001,1.2000000000000002,,0
2024-03-21,Belize,Puerto Rico,1.0,1.0,Friendly,22.0,171.0,-88.5100000000001,1,-2.4000000000000004,-0.40000000000000013,-15.400000000000006,0
2024-03-21,Oman,Malaysia,2.0,0.0,FIFA World Cup qualification,-52.0,106.0,197.42999999999984,0,-0.6,0.0,-2.200000000000003,1
2024-03-21,IR Iran,Turkmenistan,5.0,0.0,FIFA World Cup qualification,-121.0,80.5,529.98,0,0.8,1.6,-35.8,1
2024-03-21,Guinea,Vanuatu,6.0,0.0,FIFA Series,-94.0,123.0,340.09000000000003,0,-1.2,0.0,-82.4,1
2024-03-21,South Africa,Andorra,1.0,1.0,FIFA Series,-106.0,111.0,412.23,0,0.6,1.4,-23.800000000000004,0
2024-03-21,Cabo Verde,Guyana,1.0,0.0,FIFA Series,-92.0,111.0,358.91999999999996,0,-2.4,-0.7999999999999998,-82.39999999999999,1
2024-03-21,Chinese Taipei,Kyrgyz Republic,0.0,2.0,FIFA World Cup qualification,49.0,128.5,-173.04000000000008,0,0.8,0.19999999999999996,64.6,0
2024-03-21,Panama,Mexico,0.0,3.0,CONCACAF Nations League,29.0,29.5,-177.08000000000015,0,0.7999999999999998,1.2000000000000002,29.200000000000003,0
2024-03-21,United States,Jamaica,3.0,1.0,CONCACAF Nations League,43.0,78.5,-1421.54,0,0.8,-0.40000000000000013,-12.399999999999991,1
2024-03-21,Gibraltar,Lithuania,0.0,1.0,UEFA Nations League,63.0,169.5,-246.1300000000001,0,-1.0,-0.8,-36.4,0
2024-03-21,Wales,Finland,4.0,1.0,UEFA Euro qualification,-31.0,44.5,120.57000000000016,0,0.6000000000000001,1.0000000000000002,14.599999999999994,1
2024-03-21,Israel,Iceland,1.0,4.0,UEFA Euro qualification,2.0,74.0,-19.139999999999873,0,-0.8,-0.40000000000000013,-3.0,0
2024-03-21,Poland,Estonia,5.0,1.0,UEFA Euro qualification,-93.0,76.5,371.48,0,0.7999999999999999,1.4000000000000001,44.199999999999996,1
2024-03-21,Georgia,Luxembourg,2.0,0.0,UEFA Euro qualification,-8.0,81.0,27.039999999999964,0,2.0,0.0,-13.800000000000004,1
2024-03-21,Greece,Kazakhstan,5.0,0.0,UEFA Euro qualification,-51.0,74.5,238.78999999999996,0,0.40000000000000013,0.19999999999999996,-21.799999999999997,1
2024-03-21,Qatar,Kuwait,3.0,0.0,FIFA World Cup qualification,-100.0,87.0,405.28999999999996,0,1.0,2.0,-36.8,1
2024-03-21,Afghanistan,India,0.0,0.0,FIFA World Cup qualification,41.0,137.5,-147.49000000000012,0,0.6000000000000001,0.6,63.39999999999999,0
2024-03-21,Myanmar,Syria,1.0,1.0,FIFA World Cup qualification,73.0,125.5,-265.04999999999995,0,0.5999999999999999,0.19999999999999996,66.39999999999999,0
2024-03-21,Japan,Korea DPR,1.0,0.0,FIFA World Cup qualification,-96.0,66.0,446.21000000000004,0,-0.6000000000000001,0.30000000000000004,-43.0,1
2024-03-21,Korea Republic,Thailand,1.0,1.0,FIFA World Cup qualification,-79.0,61.5,359.49,0,1.0,0.19999999999999996,14.399999999999999,0
2024-03-21,Singapore,China PR,2.0,2.0,FIFA World Cup qualification,68.0,122.0,-253.27999999999997,0,1.2,1.4,49.999999999999986,0
2024-03-21,Bosnia and Herzegovina,Ukraine,1.0,2.0,UEFA Euro qualification,47.0,47.5,-210.02999999999997,0,-0.5999999999999999,-1.0,30.6,0
2024-03-22,Nigeria,Ghana,2.0,1.0,Friendly,-39.0,47.5,158.83999999999992,1,0.19999999999999996,1.4,-15.799999999999997,1
2024-03-22,Mauritania,Mali,0.0,2.0,Friendly,59.0,76.5,-275.3299999999999,1,-0.6,-0.8,-2.0,0
2024-03-22,Morocco,Angola,1.0,0.0,Friendly,-81.0,52.5,425.2800000000002,1,-0.19999999999999996,0.0,23.200000000000003,1
2024-03-22,Netherlands,Scotland,4.0,0.0,Friendly,-28.0,20.0,238.58999999999992,1,0.8000000000000003,2.0,45.60000000000001,1
2024-03-22,Niger,Togo,1.0,2.0,Friendly,12.0,122.0,-37.99000000000001,1,0.0,-0.20000000000000018,30.400000000000006,0
2024-03-22,North Macedonia,Moldova,1.0,1.0,Friendly,-87.0,111.5,339.57000000000005,1,0.8,0.3999999999999999,3.3999999999999986,0
2024-03-22,Liechtenstein,Faroe Islands,0.0,4.0,Friendly,68.0,169.0,-269.0899999999999,1,0.0,-0.2,-12.400000000000006,0
