date,home_team,away_team,rank_diff_inv,rating_diff,form_diff,h_inv_rank,h_squad_rating,h_recent_form,squad_rank_interaction,rating_delta_form,target
2023-11-16,Azerbaijan,Sweden,-97.0,-7,0.0,92.0,70,1.4,6440.0,-9.799999999999999,1
2023-11-16,Bulgaria,Hungary,-54.0,-6,-2.0,128.0,70,0.2,8960.0,-1.2000000000000002,0
2023-11-16,Montenegro,Lithuania,64.0,0,0.3999999999999999,142.0,70,1.4,9940.0,0.0,1
2023-11-16,Liechtenstein,Portugal,-194.0,-14,-3.0,12.0,70,0.0,840.0,-0.0,0
2023-11-16,Luxembourg,Bosnia and Herzegovina,-24.0,-4,0.19999999999999996,125.0,70,1.4,8750.0,-5.6,1
2023-11-16,Slovakia,Iceland,17.0,0,0.40000000000000013,162.0,70,1.8,11340.0,0.0,1
2023-11-17,Montserrat,Dominican Republic,-31.0,0,-1.0,32.0,70,0.8,2240.0,0.0,1
2023-11-17,Barbados,Nicaragua,-41.0,0,-1.7999999999999998,38.0,70,0.6,2660.0,0.0,0
2023-11-17,Bermuda,St Vincent and the Grenadines,3.0,0,-0.3999999999999999,40.0,70,1.0,2800.0,0.0,1
2023-11-17,Belize,French Guiana,-81.0,0,-0.8,31.0,70,0.8,2170.0,0.0,1
2023-11-17,Honduras,Mexico,-66.0,-8,-0.19999999999999996,134.0,70,1.6,9380.0,-12.8,1
2023-11-17,Burkina Faso,Guinea-Bissau,54.0,0,-0.8,156.0,70,1.0,10920.0,0.0,0
2023-11-17,Eswatini,Libya,-20.0,0,0.0,66.0,70,1.0,4620.0,0.0,0
2023-11-17,Cameroon,Mauritius,134.0,6,-0.5999999999999999,169.0,76,0.8,12844.0,4.800000000000001,1
2023-11-17,Zambia,Congo,25.0,0,1.0,131.0,70,2.0,9170.0,0.0,1
2023-11-17,Côte d'Ivoire,Seychelles,143.0,8,1.6,160.0,78,1.6,12480.0,12.8,1
2023-11-17,Guinea,Uganda,10.0,0,0.4,132.0,70,1.0,9240.0,0.0,1
2023-11-17,Liberia,Malawi,-28.0,0,-1.6,61.0,70,0.2,4270.0,0.0,0
2023-11-17,Tunisia,São Tomé and Príncipe,154.0,4,1.15,180.0,74,1.4,13320.0,5.6,1
2023-11-17,Comoros,Central African Republic,-1.0,0,-0.5,84.0,70,1.0,5880.0,0.0,1
2023-11-17,Ghana,Madagascar,48.0,0,-0.6000000000000001,152.0,70,1.4,10640.0,0.0,1
2023-11-17,Mali,Chad,132.0,0,2.4,165.0,70,2.4,11550.0,0.0,1
2023-11-17,Greece,New Zealand,52.0,1,0.19999999999999996,161.0,70,1.2,11270.0,1.2,1
2023-11-17,England,Malta,167.0,15,2.0,208.0,85,2.6,17680.0,39.0,1
2023-11-17,Italy,North Macedonia,57.0,12,0.6000000000000001,203.0,82,2.0,16646.0,24.0,1
2023-11-17,Moldova,Albania,-98.0,0,-1.0,55.0,70,1.6,3850.0,0.0,0
2023-11-17,Poland,Czechia,10.0,0,-0.20000000000000018,181.0,77,1.4,13937.0,0.0,0
2023-11-17,Finland,Northern Ireland,13.0,0,0.6,150.0,70,1.2,10500.0,0.0,1
2023-11-17,Denmark,Slovenia,35.0,9,0.0,193.0,79,2.6,15247.0,23.400000000000002,1
2023-11-17,Kazakhstan,San Marino,109.0,0,1.8,114.0,70,1.8,7980.0,0.0,1
2023-11-17,Papua New Guinea,Tuvalu,-65.0,0,-0.8,47.0,70,0.2,3290.0,0.0,1
2023-11-17,Solomon Islands,Samoa,,0,1.0,81.0,70,2.0,5670.0,0.0,1
2023-11-18,Antigua and Barbuda,Puerto Rico,25.0,0,-0.3999999999999999,73.0,70,0.8,5110.0,0.0,0
2023-11-18,Anguilla,Bonaire,-106.0,0,-0.75,6.0,70,0.0,420.0,0.0,0
2023-11-18,Jamaica,Canada,-10.0,-5,1.0000000000000002,157.0,70,2.2,10990.0,-11.0,0
2023-11-18,Senegal,South Sudan,147.0,9,1.0,192.0,79,1.6,15168.0,14.4,1
2023-11-18,South Africa,Benin,29.0,2,0.7999999999999999,148.0,72,1.4,10656.0,2.8,1
2023-11-18,Niger,Tanzania,-8.0,0,-0.8,83.0,70,0.8,5810.0,0.0,0
2023-11-18,Germany,Turkey,84.0,6,-0.6000000000000001,196.0,83,1.4,16268.0,8.399999999999999,0
2023-11-18,France,Gibraltar,196.0,15,2.4,210.0,85,2.4,17850.0,36.0,1
2023-11-18,Netherlands,Republic of Ireland,51.0,13,0.6000000000000001,205.0,83,1.8,17015.0,23.400000000000002,1
2023-11-18,Armenia,Wales,-67.0,0,-1.2,117.0,70,0.8,8190.0,0.0,0
2023-11-18,Latvia,Croatia,-122.0,-12,-0.7999999999999999,80.0,70,0.6,5600.0,-7.199999999999999,0
2023-11-18,Belarus,Andorra,59.0,0,1.0,112.0,70,1.2,7840.0,0.0,1
2023-11-18,Switzerland,Kosovo,91.0,9,0.0,198.0,79,1.4,15642.0,12.6,0
2023-11-18,Israel,Romania,-23.0,0,-0.19999999999999996,141.0,70,1.6,9870.0,0.0,0
2023-11-18,New Caledonia,Tonga,,0,0.8,50.0,70,1.8,3500.0,0.0,1
2023-11-18,Fiji,Northern Mariana Islands,-70.0,0,-1.0,42.0,70,0.0,2940.0,0.0,1
2023-11-19,Guadeloupe,St Kitts and Nevis,47.0,0,1.5999999999999999,112.0,70,2.4,7840.0,0.0,1
2023-11-19,St Lucia,Sint Maarten,-66.0,0,1.4,46.0,70,2.0,3220.0,0.0,0
2023-11-19,Sierra Leone,Egypt,-87.0,-6,-1.0,90.0,70,1.0,6300.0,-6.0,0
2023-11-19,Sudan,Congo DR,-65.0,-3,-0.6000000000000001,82.0,70,1.0,5740.0,-3.0,1
2023-11-19,Zimbabwe,Nigeria,-85.0,-8,-1.2000000000000002,87.0,70,1.0,6090.0,-8.0,0
2023-11-19,Burundi,Gabon,-56.0,0,0.5999999999999999,70.0,70,1.4,4900.0,0.0,0
2023-11-19,Mozambique,Algeria,-80.0,-6,-0.20000000000000018,99.0,70,2.0,6930.0,-12.0,0
2023-11-19,Cyprus,Lithuania,10.0,0,-1.0,88.0,70,0.0,6160.0,0.0,1
2023-11-19,Scotland,Norway,8.0,-2,-1.5999999999999999,178.0,76,0.8,13528.0,-1.6,0
2023-11-19,Spain,Georgia,68.0,14,1.6,204.0,84,3.0,17136.0,42.0,1
2023-11-19,Belgium,Azerbaijan,115.0,13,0.8,207.0,83,2.6,17181.0,33.800000000000004,1
2023-11-19,Sweden,Estonia,95.0,7,1.2,189.0,77,1.4,14553.0,9.799999999999999,1
2023-11-19,Hungary,Montenegro,40.0,6,-0.19999999999999996,182.0,76,1.8,13832.0,10.8,1
2023-11-19,Serbia,Bulgaria,55.0,7,1.0,183.0,77,1.2,14091.0,8.4,0
2023-11-19,Portugal,Iceland,61.0,14,1.6,206.0,84,3.0,17304.0,42.0,1
2023-11-19,Bosnia and Herzegovina,Slovakia,-13.0,4,-0.6000000000000001,149.0,74,1.2,11026.0,4.8,0
2023-11-19,Liechtenstein,Luxembourg,-113.0,0,-1.4,12.0,70,0.0,840.0,0.0,0
2023-11-20,Montserrat,Barbados,-6.0,0,1.2,32.0,70,1.2,2240.0,0.0,1
2023-11-20,Aruba,Cayman Islands,2.0,0,1.25,20.0,70,2.25,1400.0,0.0,1
2023-11-20,Dominica,Turks and Caicos Islands,17.0,0,0.3500000000000001,28.0,70,1.75,1960.0,0.0,1
2023-11-20,Panama,Costa Rica,2.0,0,1.4000000000000001,168.0,70,2.6,11760.0,0.0,1
2023-11-20,Trinidad and Tobago,United States,1.0,-8,-0.5999999999999999,113.0,70,1.8,7910.0,-14.4,1
2023-11-20,Djibouti,Guinea-Bissau,-79.0,0,0.6000000000000001,23.0,70,2.0,1610.0,0.0,0
2023-11-20,The Gambia,Côte d'Ivoire,-65.0,-8,-0.20000000000000018,95.0,70,1.4,6650.0,-11.2,0
2023-11-20,Seychelles,Kenya,-85.0,0,-0.8,17.0,70,0.0,1190.0,0.0,0
2023-11-20,Liberia,Equatorial Guinea,-60.0,0,-1.6,61.0,70,0.0,4270.0,0.0,1
2023-11-20,Mali,Central African Republic,80.0,0,1.8,165.0,70,3.0,11550.0,0.0,0
2023-11-20,Chad,Madagascar,-71.0,0,-1.4,33.0,70,0.0,2310.0,0.0,0
2023-11-20,Curaçao,El Salvador,-12.0,-2,0.4,123.0,68,0.8,8364.0,-1.6,0
2023-11-20,Russia,Cuba,130.0,0,0.8,173.0,70,1.8,12110.0,0.0,1
2023-11-20,North Macedonia,England,-62.0,-15,-1.2000000000000002,146.0,70,1.4,10220.0,-21.0,0
2023-11-20,Ukraine,Italy,-13.0,-5,0.0,190.0,77,2.0,14630.0,-10.0,0
2023-11-20,Albania,Faroe Islands,76.0,0,2.2,153.0,70,2.2,10710.0,0.0,0
2023-11-20,Czechia,Moldova,116.0,7,0.0,171.0,77,1.2,13167.0,8.4,1
2023-11-20,Northern Ireland,Denmark,-56.0,-9,-2.4,137.0,70,0.6,9590.0,-5.3999999999999995,1
2023-11-20,San Marino,Finland,-145.0,0,-1.2,5.0,70,0.0,350.0,0.0,0
2023-11-20,Slovenia,Kazakhstan,44.0,0,0.5999999999999999,158.0,70,2.4,11060.0,0.0,1
2023-11-20,Tuvalu,Vanuatu,68.0,0,-1.2,112.0,70,0.0,7840.0,0.0,0
2023-11-20,Samoa,American Samoa,,0,-1.0,,70,0.0,,0.0,1
2023-11-21,Nicaragua,Dominican Republic,16.0,0,1.2,79.0,70,3.0,5530.0,0.0,0
2023-11-21,French Guiana,Bermuda,72.0,0,-0.20000000000000018,112.0,70,1.4,7840.0,0.0,1
2023-11-21,St Vincent and the Grenadines,Belize,6.0,0,-0.19999999999999996,37.0,70,1.2,2590.0,0.0,1
2023-11-21,Guyana,Antigua and Barbuda,-21.0,0,1.5999999999999999,52.0,70,2.4,3640.0,0.0,1
2023-11-21,Puerto Rico,Bahamas,35.0,0,1.4,48.0,70,1.8,3360.0,0.0,1
2023-11-21,Bonaire,Saint Martin,0.0,0,-1.2,112.0,70,1.2,7840.0,0.0,0
2023-11-21,Canada,Jamaica,10.0,5,0.0,167.0,75,1.6,12525.0,8.0,0
2023-11-21,Mexico,Honduras,66.0,8,-0.8,200.0,78,1.2,15600.0,9.6,1
2023-11-21,Ecuador,Chile,1.0,1,0.6000000000000001,176.0,77,1.6,13552.0,1.6,1
2023-11-21,Paraguay,Colombia,-36.0,-5,-0.8,159.0,75,1.0,11925.0,-5.0,0
2023-11-21,Uruguay,Bolivia,70.0,11,1.4,197.0,81,2.0,15957.0,22.0,1
2023-11-21,Peru,Venezuela,23.0,5,-1.4000000000000001,186.0,75,0.2,13950.0,1.0,0
2023-11-21,Brazil,Argentina,-2.0,-2,-1.0,209.0,84,1.4,17556.0,-2.8,0
2023-11-21,India,Qatar,-41.0,-2,0.19999999999999996,110.0,70,1.2,7700.0,-2.4,0
2023-11-21,Afghanistan,Kuwait,-18.0,0,0.19999999999999996,58.0,70,1.4,4060.0,0.0,0
2023-11-21,Myanmar,Korea DPR,-43.0,0,1.6,54.0,70,1.6,3780.0,0.0,0
2023-11-21,Syria,Japan,-74.0,-8,-1.6,120.0,70,1.4,8400.0,-11.2,0
2023-11-21,China PR,Korea Republic,-55.0,-7,-1.2000000000000002,133.0,70,1.4,9310.0,-9.799999999999999,0
2023-11-21,Singapore,Thailand,-43.0,0,0.8,57.0,70,1.8,3990.0,0.0,0
2023-11-21,Chinese Taipei,Malaysia,-15.0,0,-0.8000000000000003,60.0,70,1.4,4200.0,0.0,0
2023-11-21,Kyrgyz Republic,Oman,-25.0,0,-1.7999999999999998,115.0,70,0.6,8050.0,0.0,1
2023-11-21,Uzbekistan,IR Iran,-52.0,-4,-1.0,139.0,71,2.0,9869.0,-8.0,0
2023-11-21,Hong Kong,Turkmenistan,-5.0,0,1.2,66.0,70,1.4,4620.0,0.0,0
2023-11-21,Philippines,Indonesia,7.0,0,-0.40000000000000013,74.0,70,1.4,5180.0,0.0,0
2023-11-21,Vietnam,Iraq,-26.0,-1,0.0,118.0,70,1.2,8260.0,-1.2,0
2023-11-21,Pakistan,Tajikistan,-84.0,0,-0.3999999999999999,19.0,70,0.8,1330.0,0.0,0
2023-11-21,Jordan,Saudi Arabia,-25.0,-4,0.0,130.0,69,0.8,8970.0,-3.2,0
2023-11-21,Bahrain,United Arab Emirates,-14.0,0,-1.0,129.0,70,2.0,9030.0,0.0,0
2023-11-21,Nepal,Yemen,-17.0,0,0.19999999999999996,39.0,70,1.0,2730.0,0.0,0
2023-11-21,Palestine,Australia,-69.0,-4,-0.9999999999999999,116.0,70,0.4,8120.0,-1.6,0
2023-11-21,Bangladesh,Lebanon,-79.0,0,0.3999999999999999,29.0,70,1.2,2030.0,0.0,0
2023-11-21,Ethiopia,Burkina Faso,-87.0,0,-0.19999999999999996,69.0,70,1.0,4830.0,0.0,0
2023-11-21,South Sudan,Mauritania,-66.0,0,-1.2000000000000002,45.0,70,0.6,3150.0,0.0,0
2023-11-21,Togo,Senegal,-99.0,-9,0.20000000000000018,93.0,70,2.2,6510.0,-19.8,0
2023-11-21,Lesotho,Benin,-60.0,0,0.0,59.0,70,0.4,4130.0,0.0,0
2023-11-21,Rwanda,South Africa,-76.0,-2,-1.0,72.0,70,0.8,5040.0,-1.6,1
2023-11-21,Eswatini,Cabo Verde,-72.0,-3,-0.4,66.0,70,0.4,4620.0,-1.2000000000000002,0
2023-11-21,Libya,Cameroon,-83.0,-6,0.20000000000000018,86.0,70,1.6,6020.0,-9.600000000000001,0
2023-11-21,Mauritius,Angola,-61.0,0,0.5999999999999999,35.0,70,1.4,2450.0,0.0,0
2023-11-21,Niger,Zambia,-48.0,0,-1.2,83.0,70,0.8,5810.0,0.0,1
2023-11-21,Tanzania,Morocco,-108.0,-10,0.0,91.0,70,1.6,6370.0,-16.0,0
2023-11-21,Somalia,Uganda,-106.0,0,-0.6,16.0,70,0.0,1120.0,0.0,0
2023-11-21,Botswana,Guinea,-68.0,0,-0.8,64.0,70,0.8,4480.0,0.0,1
2023-11-21,Malawi,Tunisia,-91.0,-4,-0.19999999999999996,89.0,70,1.8,6230.0,-7.2,0
2023-11-21,São Tomé and Príncipe,Namibia,-72.0,0,-1.0,26.0,70,0.2,1820.0,0.0,0
2023-11-21,Comoros,Ghana,-68.0,0,-0.40000000000000013,84.0,70,1.4,5880.0,0.0,1
2023-11-21,Austria,Germany,-9.0,-5,0.6000000000000001,187.0,78,2.0,14586.0,-10.0,1
2023-11-21,Poland,Latvia,101.0,7,1.0,181.0,77,1.6,13937.0,11.200000000000001,1
2023-11-21,Republic of Ireland,New Zealand,45.0,1,-0.20000000000000007,154.0,70,0.6,10780.0,0.6,0
2023-11-21,Gibraltar,Netherlands,-191.0,-13,-2.4,14.0,70,0.0,980.0,-0.0,0
2023-11-21,Greece,France,-49.0,-15,-0.5999999999999999,161.0,70,1.8,11270.0,-27.0,0
2023-11-21,Wales,Turkey,72.0,-7,0.20000000000000018,184.0,70,2.2,12880.0,-15.400000000000002,0
2023-11-21,Croatia,Armenia,85.0,12,1.4,202.0,82,1.8,16564.0,21.6,1
2023-11-21,Andorra,Israel,-88.0,0,-0.8,53.0,70,0.2,3710.0,0.0,0
2023-11-21,Kosovo,Belarus,-5.0,0,0.40000000000000013,107.0,70,1.6,7490.0,0.0,0
2023-11-21,Romania,Switzerland,-34.0,-9,0.8000000000000003,164.0,70,2.2,11480.0,-19.8,1
2023-11-21,Tonga,Cook Islands,,0,0.0,,70,0.0,,0.0,0
2023-11-21,Fiji,Tahiti,-7.0,0,-1.25,42.0,70,1.0,2940.0,0.0,0
2023-11-23,Vanuatu,Papua New Guinea,-3.0,0,0.6,44.0,70,1.2,3080.0,0.0,0
2023-11-23,Solomon Islands,American Samoa,,0,2.6,81.0,70,2.6,5670.0,0.0,1
2023-11-24,Cook Islands,New Caledonia,-23.0,0,-0.8,27.0,70,1.0,1890.0,0.0,0
2023-11-24,Northern Mariana Islands,Tahiti,63.0,0,-2.0,112.0,70,0.0,7840.0,0.0,0
2023-11-27,Northern Mariana Islands,American Samoa,,0,0.0,112.0,70,0.0,7840.0,0.0,1
2023-11-27,Tonga,Tuvalu,,0,0.0,,70,0.0,,0.0,0
2023-11-27,Tahiti,Samoa,,0,1.1,49.0,70,2.6,3430.0,0.0,1
2023-11-27,Cook Islands,Papua New Guinea,-20.0,0,-0.050000000000000044,27.0,70,0.75,1890.0,0.0,0
2023-11-28,New Caledonia,Vanuatu,6.0,0,1.0,50.0,70,2.4,3500.0,0.0,1
2023-11-28,Solomon Islands,Fiji,39.0,0,2.0,81.0,70,3.0,5670.0,0.0,1
2023-11-30,American Samoa,Tonga,8.0,0,0.0,24.0,70,0.0,1680.0,0.0,0
2023-11-30,Northern Mariana Islands,Tuvalu,0.0,0,0.0,112.0,70,1.0,7840.0,0.0,0
2023-11-30,Samoa,Cook Islands,-2.0,0,0.4,25.0,70,1.0,1750.0,0.0,1
2023-11-30,Tahiti,Papua New Guinea,1.0,0,1.2000000000000002,48.0,70,2.6,3360.0,0.0,1
2023-12-01,Vanuatu,Fiji,2.0,0,0.5999999999999999,44.0,70,1.4,3080.0,0.0,0
2023-12-02,Solomon Islands,New Caledonia,28.0,0,0.6000000000000001,80.0,70,3.0,5600.0,0.0,0
2023-12-16,Mexico,Colombia,1.0,-2,-0.19999999999999996,198.0,78,1.6,15444.0,-3.2,0
2024-01-01,Japan,Thailand,96.0,8,2.0,195.0,78,3.0,15210.0,24.0,1
2024-01-01,China PR,Hong Kong,67.0,0,-0.19999999999999996,133.0,70,1.2,9310.0,0.0,0
2024-01-02,Indonesia,Libya,-26.0,0,0.19999999999999996,66.0,70,2.0,4620.0,0.0,0
2024-01-04,Tajikistan,Hong Kong,40.0,0,0.20000000000000018,106.0,70,1.6,7420.0,0.0,1
2024-01-04,Saudi Arabia,Lebanon,51.0,3,0.3999999999999999,156.0,73,1.4,11388.0,4.199999999999999,1
2024-01-05,Indonesia,Libya,-26.0,0,-0.8000000000000003,66.0,70,1.4,4620.0,0.0,0
2024-01-05,IR Iran,Burkina Faso,36.0,5,1.0,191.0,75,2.6,14325.0,13.0,1
2024-01-05,Kyrgyz Republic,Syria,-7.0,0,-0.19999999999999996,114.0,70,1.2,7980.0,0.0,0
2024-01-05,Qatar,Jordan,29.0,3,0.8,154.0,72,1.6,11088.0,4.800000000000001,0
2024-01-05,Togo,Algeria,-88.0,-6,-0.3999999999999999,94.0,70,2.2,6580.0,-13.200000000000001,0
2024-01-06,Congo DR,Angola,50.0,3,0.19999999999999996,145.0,73,1.0,10585.0,3.0,0
2024-01-06,Iraq,Korea Republic,-40.0,-6,-1.2,149.0,71,1.8,10579.0,-10.8,0
2024-01-06,Bahrain,Australia,-61.0,-4,0.0,126.0,70,2.0,8820.0,-8.0,0
2024-01-06,Mozambique,Lesotho,37.0,0,0.7999999999999999,101.0,70,1.4,7070.0,0.0,1
2024-01-06,United Arab Emirates,Oman,10.0,0,1.2,148.0,70,3.0,10360.0,0.0,0
2024-01-06,Côte d'Ivoire,Sierra Leone,78.0,8,1.2000000000000002,163.0,78,2.2,12714.0,17.6,1
2024-01-06,Tunisia,Mauritania,77.0,4,1.0,184.0,74,2.4,13616.0,9.6,0
2024-01-06,Mali,Guinea-Bissau,52.0,0,0.6000000000000001,161.0,70,2.6,11270.0,0.0,1
2024-01-07,Uzbekistan,Palestine,31.0,1,2.0,144.0,71,2.2,10224.0,2.2,1
2024-01-07,Egypt,Tanzania,88.0,6,0.3999999999999999,179.0,76,2.0,13604.0,12.0,1
2024-01-08,Nigeria,Guinea,38.0,8,0.19999999999999996,170.0,78,1.8,13260.0,14.4,0
2024-01-08,Botswana,Mozambique,-34.0,0,0.0,67.0,70,1.4,4690.0,0.0,0
2024-01-08,Syria,Malaysia,39.0,0,-0.8000000000000003,121.0,70,1.4,8470.0,0.0,0
2024-01-08,Senegal,Niger,109.0,9,0.20000000000000018,192.0,79,1.6,15168.0,14.4,1
2024-01-08,Ghana,Namibia,54.0,0,-0.40000000000000013,151.0,70,1.2,10570.0,0.0,0
2024-01-09,Japan,Jordan,70.0,9,2.2,195.0,78,3.0,15210.0,27.0,1
2024-01-09,Kyrgyz Republic,Vietnam,-4.0,0,0.20000000000000007,114.0,70,0.8,7980.0,0.0,1
2024-01-09,Zambia,Cameroon,-38.0,-6,0.0,128.0,70,1.4,8960.0,-8.399999999999999,0
2024-01-09,Equatorial Guinea,Djibouti,104.0,0,-0.5,124.0,70,1.0,8680.0,0.0,0
2024-01-09,Saudi Arabia,Palestine,43.0,3,1.8,156.0,73,2.0,11388.0,6.0,0
2024-01-09,Burundi,Algeria,-109.0,-6,-1.2000000000000002,73.0,70,1.4,5110.0,-8.399999999999999,0
2024-01-09,Indonesia,IR Iran,-125.0,-5,-1.8,66.0,70,0.8,4620.0,-4.0,0
2024-01-10,South Africa,Lesotho,82.0,2,1.2000000000000002,146.0,72,1.6,10512.0,3.2,0
2024-01-10,Congo DR,Burkina Faso,-10.0,3,-0.40000000000000013,145.0,73,1.2,10585.0,3.5999999999999996,0
2024-01-10,Bahrain,Angola,31.0,0,0.8,126.0,70,1.8,8820.0,0.0,0
2024-01-10,Saudi Arabia,Hong Kong,90.0,3,1.2,156.0,73,2.0,11388.0,6.0,1
2024-01-10,Tunisia,Cabo Verde,45.0,1,1.2,184.0,74,2.0,13616.0,2.0,1
2024-01-11,Morocco,Sierra Leone,114.0,10,1.0,199.0,80,2.0,15920.0,20.0,1
2024-01-12,Qatar,Lebanon,49.0,2,1.2000000000000002,154.0,72,1.6,11088.0,3.2,1
2024-01-12,Kuwait,Libya,-16.0,0,-1.0000000000000002,76.0,70,1.2,5320.0,0.0,0
2024-01-12,Sweden,Estonia,96.0,7,1.2,186.0,77,1.4,14322.0,9.799999999999999,1
2024-01-13,China PR,Tajikistan,27.0,0,-0.8,133.0,70,1.2,9310.0,0.0,0
2024-01-13,Australia,India,77.0,4,1.4,187.0,74,2.4,13838.0,9.6,1
2024-01-13,Uzbekistan,Syria,23.0,1,1.6,144.0,71,2.6,10224.0,2.6,0
2024-01-13,Côte d'Ivoire,Guinea-Bissau,54.0,8,0.8000000000000003,163.0,78,2.2,12714.0,17.6,1
2024-01-13,Guatemala,Iceland,-37.0,0,-0.3999999999999999,104.0,70,1.0,7280.0,0.0,0
2024-01-14,United Arab Emirates,Hong Kong,82.0,0,1.5999999999999999,148.0,70,2.4,10360.0,0.0,1
2024-01-14,IR Iran,Palestine,78.0,5,2.2,191.0,75,2.6,14325.0,13.0,1
2024-01-14,Japan,Vietnam,77.0,8,2.4,195.0,78,3.0,15210.0,24.0,1
2024-01-14,Nigeria,Equatorial Guinea,46.0,8,0.6,170.0,78,1.2,13260.0,9.6,0
2024-01-14,Egypt,Mozambique,78.0,6,1.2000000000000002,179.0,76,2.6,13604.0,15.600000000000001,0
2024-01-14,Ghana,Cabo Verde,12.0,-3,0.0,151.0,70,0.8,10570.0,-2.4000000000000004,0
2024-01-15,Indonesia,Iraq,-83.0,-1,-1.4000000000000001,66.0,70,0.2,4620.0,-0.2,0
2024-01-15,Korea Republic,Bahrain,63.0,7,1.8,189.0,77,3.0,14553.0,21.0,1
2024-01-15,Malaysia,Jordan,-43.0,1,1.0,82.0,70,1.8,5740.0,1.8,0
2024-01-15,Senegal,The Gambia,106.0,9,0.6000000000000001,192.0,79,2.0,15168.0,18.0,1
2024-01-15,Cameroon,Guinea,34.0,6,-1.0,166.0,76,1.0,12616.0,6.0,0
2024-01-15,Algeria,Angola,87.0,6,1.2000000000000002,182.0,76,2.6,13832.0,15.600000000000001,0
2024-01-16,Thailand,Kyrgyz Republic,-15.0,0,-0.5999999999999999,99.0,70,0.8,6930.0,0.0,1
2024-01-16,Saudi Arabia,Oman,18.0,3,0.8,156.0,73,2.6,11388.0,7.800000000000001,1
2024-01-16,Burkina Faso,Mauritania,48.0,0,1.0,155.0,70,2.0,10850.0,0.0,1
2024-01-16,Tunisia,Namibia,87.0,4,0.19999999999999996,184.0,74,2.0,13616.0,8.0,0
2024-01-16,Mali,South Africa,15.0,-2,1.4000000000000001,161.0,70,2.6,11270.0,-5.2,1
2024-01-17,Lebanon,China PR,-28.0,0,-0.4,105.0,70,0.4,7350.0,0.0,0
2024-01-17,Qatar,Tajikistan,48.0,2,-0.20000000000000018,154.0,72,2.0,11088.0,4.0,1
2024-01-17,Morocco,Tanzania,108.0,10,1.6,199.0,80,2.6,15920.0,26.0,1
2024-01-17,Congo DR,Zambia,17.0,3,-0.3999999999999999,145.0,73,1.0,10585.0,3.0,0
2024-01-17,Honduras,Iceland,-5.0,0,0.6000000000000001,136.0,70,2.0,9520.0,0.0,0
2024-01-18,Syria,Australia,-66.0,-4,-1.8,121.0,70,1.2,8470.0,-4.8,0
2024-01-18,India,Uzbekistan,-34.0,-1,-1.4000000000000001,110.0,70,0.8,7700.0,-0.8,0
2024-01-18,Palestine,United Arab Emirates,-35.0,0,-2.0,113.0,70,0.4,7910.0,0.0,0
2024-01-18,Equatorial Guinea,Guinea-Bissau,15.0,0,-0.20000000000000007,124.0,70,0.6,8680.0,0.0,1
2024-01-18,Côte d'Ivoire,Nigeria,-7.0,0,1.4000000000000001,163.0,78,2.6,12714.0,0.0,0
2024-01-18,Egypt,Ghana,28.0,6,1.4000000000000001,179.0,76,2.2,13604.0,13.200000000000001,0
2024-01-19,Hong Kong,IR Iran,-125.0,-5,-1.8,66.0,70,0.8,4620.0,-4.0,0
2024-01-19,Iraq,Japan,-46.0,-7,-1.0,149.0,71,2.0,10579.0,-14.0,1
2024-01-19,Vietnam,Indonesia,52.0,0,0.39999999999999997,118.0,70,0.6,8260.0,0.0,0
2024-01-19,Cabo Verde,Mozambique,38.0,3,-0.20000000000000018,139.0,73,1.4,10147.0,4.199999999999999,1
2024-01-19,Senegal,Cameroon,26.0,3,1.4000000000000001,192.0,79,2.6,15168.0,7.800000000000001,1
2024-01-19,Guinea,The Gambia,46.0,0,0.8,132.0,70,1.6,9240.0,0.0,1
2024-01-19,Kuwait,Uganda,-44.0,0,0.0,76.0,70,1.2,5320.0,0.0,0
2024-01-20,Jordan,Korea Republic,-64.0,-8,-1.6,125.0,69,1.4,8625.0,-11.2,0
2024-01-20,Bahrain,Malaysia,44.0,0,-1.0,126.0,70,0.6,8820.0,0.0,1
2024-01-20,Algeria,Burkina Faso,27.0,6,0.6000000000000001,182.0,76,2.6,13832.0,15.600000000000001,0
2024-01-20,Mauritania,Angola,12.0,0,-0.9999999999999999,107.0,70,0.4,7490.0,0.0,0
2024-01-20,Tunisia,Mali,23.0,4,-0.6000000000000001,184.0,74,2.0,13616.0,8.0,0
2024-01-20,United States,Slovenia,-46.0,8,-0.5999999999999999,112.0,78,1.8,8736.0,14.4,0
2024-01-21,Oman,Thailand,39.0,0,-0.19999999999999996,138.0,70,1.2,9660.0,0.0,0
2024-01-21,Kyrgyz Republic,Saudi Arabia,-42.0,-3,-1.2000000000000002,114.0,70,1.4,7980.0,-4.199999999999999,0
2024-01-21,South Africa,Namibia,49.0,2,-1.2000000000000002,146.0,72,1.0,10512.0,2.0,1
2024-01-21,Morocco,Congo DR,54.0,7,1.6,199.0,80,2.6,15920.0,18.2,0
2024-01-21,Zambia,Tanzania,37.0,0,0.8,128.0,70,1.6,8960.0,0.0,0
2024-01-22,Qatar,China PR,21.0,2,1.4,154.0,72,2.4,11088.0,4.8,1
2024-01-22,Tajikistan,Lebanon,1.0,0,1.0,106.0,70,1.6,7420.0,0.0,1
2024-01-22,Guinea-Bissau,Nigeria,-61.0,-8,-0.3999999999999999,109.0,70,0.8,7630.0,-6.4,0
2024-01-22,Côte d'Ivoire,Equatorial Guinea,39.0,8,1.4,163.0,78,2.4,12714.0,19.2,0
